8.5.1.2, 1, - ,標準作業文書が従業員に伝達され理解されるためにはどのような条件が必要か?, 選択肢a：読みやすく、理解しやすい言語で提供, 選択肢b：作業者に直接指示を与える, 選択肢c：すべての情報を記載する,a, 適合例：標準作業文書が読みやすく、作業者に理解しやすい言語で提供されている, 不適合例：標準作業文書が複雑で理解しにくい言語で提供されている, 箇条要求事項解説：標準作業文書は、作業を行う責任をもつ従業員に伝達され、理解されるように、読みやすく、それに従う責任のある要員に理解される言語で提供する必要がある。
8.5.1.2, 2, - ,標準作業文書に含めるべき作業者の安全に対する規則はどのようなものか?, 選択肢a：緊急時の避難経路, 選択肢b：作業中の適切な保護具の着用, 選択肢c：作業者の昼食メニュー,b, 適合例：標準作業文書に作業中の適切な保護具の着用が含まれている, 不適合例：標準作業文書に作業中の適切な保護具の着用が含まれていない, 箇条要求事項解説：標準作業文書には、作業者の安全に対する規則も含めなければならない。これには、作業中の適切な保護具の着用が含まれる。
8.5.1.2, 3, - ,作業標準文書が現場で利用可能であることを確認するためにはどのような点に留意するべきか?, 選択肢a：文書のサイズとフォント, 選択肢b：置く場所と置き方, 選択肢c：文書の更新頻度,b, 適合例：標準作業文書が適切な場所に置かれ、作業者が容易にアクセスできる, 不適合例：標準作業文書が不適切な場所に置かれ、作業者がアクセスしにくい, 箇条要求事項解説：標準作業文書が現場で利用可能であることを確認するためには、「置く場所」と「置き方」に留意することが重要です。
8.5.1.2, 4, - ,目視標準とは何か?, 選択肢a：言語以外で指示するもの, 選択肢b：文字だけで構成された指示, 選択肢c：作業者が直接目で確認できるもの,a, 適合例：図や写真、限度見本などが目視標準として使用されている, 不適合例：文字だけで構成された指示が目視標準として使用されている, 箇条要求事項解説：目視標準とは、言語以外で指示するものであり、図や写真、限度見本などが該当します。
8.5.1.2, 5, - ,自動車産業界において、外国人で日本語がわからない作業者に対してどのような対応が原則とされているか?, 選択肢a：通訳を介する対応, 選択肢b：別言語の作業標準文書を用意, 選択肢c：日本語を学習させる,b, 適合例：外国人作業者向けに別言語の作業標準文書が用意されている, 不適合例：外国人作業者に対して通訳を介した対応が行われている, 箇条要求事項解説：自動車産業界では、外国人で日本語がわからない作業者に対して、別言語の作業標準文書を用意することが原則とされており、通訳を介する対応は原則NGです。
8.5.1.2, 6, - ,コントロールプランと作業標準の主な利用者は誰か?, 選択肢a：コントロールプランは管理者、作業標準は作業者, 選択肢b：コントロールプランは作業者、作業標準は管理者, 選択肢c：両方とも管理者,a, 適合例：現場の管理者がコントロールプランを利用し、作業者が作業標準を利用している, 不適合例：作業者がコントロールプランを利用し、管理者が作業標準を利用している, 箇条要求事項解説：コントロールプランは、現場の管理者が利用するものであり、作業標準は現場の作業者が利用するものです。
8.5.1.2, 7, - ,標準作業文書にはどのような呼称が存在するか?, 選択肢a：作業手順書／作業指示書／作業標準書, 選択肢b：作業マニュアル／作業ガイド／作業チェックリスト, 選択肢c：作業プロセス／作業フロー／作業スケジュール,a, 適合例：作業手順書、作業指示書、作業標準書が標準作業文書として存在している, 不適合例：作業マニュアル、作業ガイド、作業チェックリストが標準作業文書として存在している, 箇条要求事項解説：標準作業文書には様々な呼称が存在し、作業手順書／作業指示書／作業標準書などがその例です。いずれも作業者のために作られ、作業者が理解し、作業者がすぐに使えることが重要です。
8.5.1.2, 8, - ,標準作業文書の目的は何か?, 選択肢a：作業者に作業手順を明確に伝える, 選択肢b：管理者に作業状況を把握させる, 選択肢c：顧客に製品の品質を保証する, a, 適合例：標準作業文書を通じて、作業者が正確な手順を理解して作業している, 不適合例：標準作業文書が作業者に明確な手順を伝えず、作業手順が曖昧なまま実施されている, 箇条要求事項解説：標準作業文書の目的は、作業者に作業手順を明確に伝えることです。これにより、作業者が正確な手順を理解し、品質や安全性を確保することができます。
8.5.1.2, 9, - ,標準作業文書を理解しやすくするためにはどのような要素が重要か?, 選択肢a：文字サイズとフォント, 選択肢b：色とデザイン, 選択肢c：内容の簡潔さと明瞭さ,c, 適合例：標準作業文書が簡潔で明瞭な内容で構成されている, 不適合例：標準作業文書が煩雑で理解しにくい内容で構成されている, 箇条要求事項解説：標準作業文書を理解しやすくするためには、内容の簡潔さと明瞭さが重要です。これにより、作業者が迅速に必要な情報を把握し、適切な作業を行うことができます。
8.5.1.2, 10, - ,標準作業文書はどのような場合に更新されるべきか?, 選択肢a：作業手順が変更された場合, 選択肢b：新しい作業者が入社した場合, 選択肢c：年次監査の際,a, 適合例：作業手順が変更された際に標準作業文書が更新されている, 不適合例：作業手順が変更されたにもかかわらず、標準作業文書が更新されていない, 箇条要求事項解説：標準作業文書は、作業手順が変更された場合に更新されるべきです。これにより、作業者が最新の手順に基づいて作業を行うことができます。
8.5.1.2, 11, - ,標準作業文書において、作業者の安全に対する規則はどのように扱われるべきか?, 選択肢a：別の文書に記載する, 選択肢b：標準作業文書に含める, 選択肢c：作業者に口頭で伝える,b, 適合例：標準作業文書に作業者の安全に関する規則が明記されている, 不適合例：作業者の安全に関する規則が標準作業文書に記載されていない, 箇条要求事項解説：標準作業文書には、作業者の安全に対する規則も含める必要があります。これにより、作業者が安全に関する重要な情報を容易に参照でき、安全な作業が実施されることが確保されます。
8.5.1.2, 12, - ,目視標準に適した情報伝達方法はどれか?, 選択肢a：長い文章での説明, 選択肢b：図や写真を用いた説明, 選択肢c：会議での口頭説明,b, 適合例：図や写真を使用して作業手順を明確に伝える目視標準が作成されている, 不適合例：図や写真がなく、長い文章での説明が多い目視標準, 箇条要求事項解説：目視標準は、言語以外で指示するものです。図や写真を用いた説明が適切で、作業者が迅速に理解できるような情報伝達方法が求められます。
8.5.1.2, 13, - ,標準作業文書に関して、どのような言語が適切であるか?, 選択肢a：英語, 選択肢b：作業現場の管理者が理解できる言語, 選択肢c：作業を行う責任のある要員に理解される言語,c, 適合例：作業者が理解できる言語で記載された標準作業文書, 不適合例：作業者が理解できない言語で記載された標準作業文書, 箇条要求事項解説：標準作業文書は、作業を行う責任のある要員に理解される言語で提供する必要があります。これにより、作業者が文書を理解し、適切に作業を実施することが確保されます。
8.5.1.2, 14, - ,標準作業文書の配置に関して、どのような要件が求められるか?, 選択肢a：指定された作業現場で利用可能である, 選択肢b：オフィスで参照できる, 選択肢c：会議室で利用可能である,a, 適合例：指定された作業現場に標準作業文書が配置されている, 不適合例：標準作業文書が作業現場から離れた場所に配置されている, 箇条要求事項解説：標準作業文書は、指定された作業現場で利用可能であることが求められます。これにより、作業者が迅速に文書を参照し、正確な作業が実施されることが確保されます。
8.5.1.2, 15, - ,標準作業文書は誰のために作られるべきか?, 選択肢a：現場の管理者, 選択肢b：品質管理部門, 選択肢c：作業者,c, 適合例：作業者が理解しやすく、すぐに使える標準作業文書が作成されている, 不適合例：作業者にとって理解しづらい標準作業文書, 箇条要求事項解説：標準作業文書は、作業者のために作られ、作業者が理解しやすく、すぐに使えることが重要です。作業者に適した文書を提供することで、正確で効率的な作業が実現されます。
8.5.1.2, 16, - ,標準作業文書が作業者に伝達され、理解されることを確実にするためにはどのような方法が適切か?, 選択肢a：電子メールで送信する, 選択肢b：文書を読みやすく、分かりやすい形で提供する, 選択肢c：一度だけ説明会を開催する,b, 適合例：読みやすく、分かりやすい標準作業文書が作成され、作業者に提供されている, 不適合例：読みにくく、理解しにくい標準作業文書が提供されている, 箇条要求事項解説：標準作業文書は、作業を行う責任をもつ従業員に伝達され、理解されることが求められます。そのため、文書は読みやすく、分かりやすい形で提供することが重要です。
8.5.1.2, 17, - ,外国人従業員がいる場合、標準作業文書の言語対応に関してどのような対応が適切か?, 選択肢a：外国人従業員に日本語を学ばせる, 選択肢b：通訳を介した対応を行う, 選択肢c：作業を行う責任のある要員に理解される言語で提供する,c, 適合例：外国人従業員が理解できる言語で標準作業文書が提供されている, 不適合例：外国人従業員が理解できない言語で標準作業文書が提供されている, 箇条要求事項解説：標準作業文書は、作業を行う責任のある要員に理解される言語で提供する必要があります。外国人従業員がいる場合も、彼らが理解できる言語で文書を提供することが重要です。通訳を介した対応は、原則として避けるべきです。
8.5.1.2, 18, - ,標準作業文書の読みやすさを向上させるためにはどのような方法が適切か?, 選択肢a：長い文章を使用する, 選択肢b：専門用語を多用する, 選択肢c：図や写真を用いた説明を行う,c, 適合例：図や写真を使用して作業手順を明確に伝える標準作業文書が作成されている, 不適合例：長い文章や専門用語が多用されている標準作業文書, 箇条要求事項解説：標準作業文書の読みやすさを向上させるためには、図や写真を用いた説明を行うことが適切です。作業者が迅速に理解できるように、視覚的な情報伝達方法を使用することが重要です。長い文章や専門用語の多用は、作業者にとって理解しにくい文書となるため、避けるべきです。
8.5.1.2, 19, - ,IATF 16949：2016の標準作業文書に関する要求事項のうち、どの項目が作業者の安全性に関連しているか？, 選択肢a：作業者に伝達され、理解されること, 選択肢b：読みやすいこと, 選択肢c：作業者の安全に対する規則が含まれること,c, 適合例：標準作業文書に作業者の安全に関する規則が明記されている, 不適合例：作業者の安全に関する規則が標準作業文書に記載されていない, 箇条要求事項解説：標準作業文書の要求事項の中で、作業者の安全性に関連しているのは、作業者の安全に対する規則が含まれていることです。これにより、作業者が安全に作業を行うことが保証されます。
8.5.1.2, 20, - ,IATF 16949：2016の標準作業文書において、言語に関する要求事項はどの項目か？, 選択肢a：指定された作業現場で利用可能であること, 選択肢b：それに従う責任のある要員に理解される言語で提供すること, 選択肢c：作業者の安全に対する規則が含まれること,b, 適合例：標準作業文書が作業者に理解される言語で提供されている, 不適合例：標準作業文書が作業者に理解できない言語で提供されている, 箇条要求事項解説：標準作業文書における言語に関する要求事項は、それに従う責任のある要員に理解される言語で提供することです。これにより、作業者が標準作業文書を正確に理解し、適切な作業を行うことができます。
