8.6.2,1,-,レイアウト検査の定義は何でしょうか？,選択肢a：製品の形状やサイズを視覚的に確認すること,選択肢b：設計記録（図面）に示された全寸法の測定,選択肢c：製品の機能性を試験すること,b,適合した例：設計記録に示された全寸法を測定するレイアウト検査。適合していない例：製品の形状やサイズを視覚的に確認するだけのレイアウト検査。,レイアウト検査は、設計記録に示される全ての製品寸法を完全に測定することを指します。これにより、製品が設計要求を満たしているかを確認します。
8.6.2,2,-,レイアウト検査の頻度はどのように決定されますか？,選択肢a：顧客によって決定される,選択肢b：製品の複雑性によって決定される,選択肢c：製品の生産量によって決定される,a,適合した例：顧客がレイアウト検査の頻度を指定する。適合していない例：製品の複雑性や生産量に基づいてレイアウト検査の頻度を決定する。,レイアウト検査の頻度は、顧客によって決定されます。顧客が指定しない場合は、組織が決定します。
8.6.2,3,-,機能試験の目的は何でしょうか？,選択肢a：製品の寸法を確認する,選択肢b：製品の材料特性、機能および特性に対する試験を行う,選択肢c：製品の市場価値を評価する,b,適合した例：製品の材料特性、機能および特性に対する試験を行う機能試験。適合していない例：製品の市場価値を評価する機能試験。,機能試験は、製品の材料特性、機能および特性に対する試験を行うことを目的としています。これにより、製品が設計要求を満たしているか、または期待される性能を発揮できるかを確認します。
8.6.2,4,-,レイアウト検査と機能試験の結果はどのように扱われるべきでしょうか？,選択肢a：組織内部でのみレビューされる,選択肢b：顧客がレビューのために利用できるようにする,選択肢c：公開情報として公開する,b,適合した例：レイアウト検査と機能試験の結果を顧客がレビューできるようにする。適合していない例：レイアウト検査と機能試験の結果を組織内部でのみレビューする。,レイアウト検査と機能試験の結果は、顧客がレビューのために利用できるようにする必要があります。これにより、顧客は製品がその要求事項を満たしているかを確認できます。
8.6.2,5,-,レイアウト検査と機能試験はどの製品に対して実行されるべきでしょうか？,選択肢a：全ての製品,選択肢b：新製品のみ,選択肢c：顧客が指定した製品のみ,a,適合した例：全ての製品に対してレイアウト検査と機能試験を実行する。適合していない例：新製品のみに対してレイアウト検査と機能試験を実行する。,レイアウト検査と機能試験は、各製品に対して実行されるべきです。これにより、全ての製品が設計要求を満たしているかを確認します。
8.6.2,6,-,レイアウト検査の頻度が顧客によって指定されない場合、どのように決定すべきでしょうか？,選択肢a：組織が決定する,選択肢b：製品の複雑性によって決定する,選択肢c：製品の生産量によって決定する,a,適合した例：顧客が指定しない場合、組織がレイアウト検査の頻度を決定する。適合していない例：製品の複雑性や生産量に基づいてレイアウト検査の頻度を決定する。,レイアウト検査の頻度は、顧客によって決定されます。顧客が指定しない場合は、組織が決定します。
8.6.2,7,-,レイアウト検査と機能試験の結果はどのように保存すべきでしょうか？,選択肢a：組織内部でのみ保存する,選択肢b：顧客がレビューのために利用できるように保存する,選択肢c：公開情報として公開する,b,適合した例：レイアウト検査と機能試験の結果を顧客がレビューできるように保存する。適合していない例：レイアウト検査と機能試験の結果を組織内部でのみ保存する。,レイアウト検査と機能試験の結果は、顧客がレビューのために利用できるように保存する必要があります。これにより、顧客は製品がその要求事項を満たしているかを確認できます。
8.6.2,8,-,レイアウト検査と機能試験はどのような製品に対して実行されるべきでしょうか？,選択肢a：全ての製品,選択肢b：新製品のみ,選択肢c：顧客が指定した製品のみ,a,適合した例：全ての製品に対してレイアウト検査と機能試験を実行する。適合していない例：新製品のみに対してレイアウト検査と機能試験を実行する。,レイアウト検査と機能試験は、各製品に対して実行されるべきです。これにより、全ての製品が設計要求を満たしているかを確認します。
8.6.2,9,-,レイアウト検査とは何を指すでしょうか？,選択肢a：製品の物理的な配置を検査すること,選択肢b：設計記録に示された全ての製品寸法を完全に測定すること,選択肢c：製品の機能性を試験すること,b,適合した例：設計記録に示された全ての製品寸法を完全に測定する。適合していない例：製品の物理的な配置を検査する。,レイアウト検査は、設計記録に示された全ての製品寸法を完全に測定することを指します。
8.6.2,10,-,レイアウト検査の頻度は誰が決定するでしょうか？,選択肢a：組織が決定する,選択肢b：顧客が決定する,選択肢c：製品の生産量によって決定する,b,適合した例：顧客がレイアウト検査の頻度を決定する。適合していない例：組織がレイアウト検査の頻度を決定する。,レイアウト検査の頻度は、顧客によって決定されます。顧客が指定しない場合は、組織が決定します。
8.6.2,11,-,レイアウト検査の結果はどのように扱われるべきでしょうか？,選択肢a：組織内でのみレビューされる,選択肢b：顧客がレビューできるように公開される,選択肢c：公開情報として公開される,b,適合した例：レイアウト検査の結果は顧客がレビューできるように保存される。適合していない例：レイアウト検査の結果は組織内でのみレビューされる。,レイアウト検査の結果は、顧客がレビューのために利用できるように保存されるべきです。これにより、顧客は製品がその要求事項を満たしているかを確認できます。
8.6.2,12,-,レイアウト検査はどのような製品に対して行われるべきでしょうか？,選択肢a：全ての製品,選択肢b：新製品のみ,選択肢c：顧客が指定した製品のみ,a,適合した例：全ての製品に対してレイアウト検査を行う。適合していない例：新製品のみに対してレイアウト検査を行う。,レイアウト検査は、各製品に対して実行されるべきです。これにより、全ての製品が設計要求を満たしているかを確認します。
8.6.2,13,-,レイアウト検査の頻度はどのように決定されるべきでしょうか？,選択肢a：組織が独自に決定する,選択肢b：顧客が決定する,選択肢c：ISO9001の8.5.6に基づいて決定する,b,適合した例：顧客がレイアウト検査の頻度を決定する。適合していない例：組織が独自にレイアウト検査の頻度を決定する。,レイアウト検査の頻度は、顧客によって決定されるべきです。顧客が指定しない場合は、組織が決定します。
8.6.2,14,-,レイアウト検査の結果はどのように保存されるべきでしょうか？,選択肢a：組織内でのみアクセス可能な形で保存する,選択肢b：顧客がアクセス可能な形で保存する,選択肢c：公開情報として保存する,b,適合した例：レイアウト検査の結果は顧客がアクセス可能な形で保存される。適合していない例：レイアウト検査の結果は組織内でのみアクセス可能な形で保存される。,レイアウト検査の結果は、顧客がレビューのために利用できるように保存されるべきです。
8.6.2,15,-,レイアウト検査の結果はどのように扱われるべきでしょうか？,選択肢a：組織内でのみレビュー可能,選択肢b：顧客がレビュー可能,選択肢c：公開情報として扱う,b,適合した例：レイアウト検査の結果は顧客がレビュー可能な形で保存される。適合していない例：レイアウト検査の結果は組織内でのみレビュー可能な形で保存される。,レイアウト検査の結果は、顧客がレビューのために利用できるように保存されるべきです。
8.6.2,16,-,レイアウト検査は何を測定するものでしょうか？,選択肢a：設計記録に示された全ての製品寸法,選択肢b：製品の機能性,選択肢c：製品の耐久性,a,適合した例：レイアウト検査で設計記録に示された全ての製品寸法を測定する。適合していない例：レイアウト検査で製品の耐久性を測定する。,レイアウト検査は、設計記録に示される全ての製品寸法を完全に測定することです。
8.6.2,17,-,レイアウト検査の頻度はどのように決定されますか？,選択肢a：組織が独自に決定,選択肢b：顧客が指定,選択肢c：常に年1回,b,適合した例：顧客が指定した頻度でレイアウト検査を行う。適合していない例：組織が独自にレイアウト検査の頻度を決定する。,レイアウト検査の頻度は、顧客によって決定されます。顧客が指定しない場合は、組織が決定します。
8.6.2,18,-,レイアウト検査はどの製品に対して実行されるべきですか？,選択肢a：全ての製品,選択肢b：新製品のみ,選択肢c：顧客が指定した製品のみ,a,適合した例：全ての製品に対してレイアウト検査を行う。適合していない例：新製品のみに対してレイアウト検査を行う。,レイアウト検査は、各製品に対して実行されなければならない。
8.6.2,19,-,レイアウト検査の結果はどのように扱われるべきですか？,選択肢a：組織内部でのみ利用,選択肢b：顧客がレビューのために利用できる,選択肢c：公開される,b,適合した例：レイアウト検査の結果を顧客がレビューできる形で保存する。適合していない例：レイアウト検査の結果を組織内部でのみ利用し、顧客がアクセスできない。,レイアウト検査の結果は、顧客がレビューのために利用できなければならない。
8.6.2,20,-,レイアウト検査は何を測定するものですか？,選択肢a：製品の物理的な寸法のみ,選択肢b：製品の物理的な寸法と機能,選択肢c：設計記録に示される全ての製品寸法,a,適合した例：設計記録に示される全ての製品寸法をレイアウト検査で測定する。適合していない例：製品の物理的な寸法と機能をレイアウト検査で測定する。,レイアウト検査は、設計記録に示される全ての製品寸法を完全に測定することである。
8.6.2,21,-,レイアウト検査の頻度はどのように決定されますか？,選択肢a：組織が自由に決定する,選択肢b：顧客が決定する,選択肢c：ISO9001が決定する,b,適合した例：顧客がレイアウト検査の頻度を決定し、その指示に従う。適合していない例：組織が自由にレイアウト検査の頻度を決定し、顧客の指示を無視する。,レイアウト検査の頻度は、顧客によって決定される。指定が無い場合は組織が決定する。
8.6.2,22,-,レイアウト検査の結果はどのように保存されるべきですか？,選択肢a：組織内部でのみアクセス可能な形で保存,選択肢b：顧客がアクセス可能な形で保存,選択肢c：公開される,b,適合した例：レイアウト検査の結果を顧客がアクセス可能な形で保存する。適合していない例：レイアウト検査の結果を組織内部でのみアクセス可能な形で保存する。,その結果は、顧客がレビューのために利用できなければならない。
8.6.2,23,-,レイアウト検査は何を目的としていますか？,選択肢a：製品の物理的な寸法の確認,選択肢b：製品の機能の確認,選択肢c：製品の品質の確認,a,適合した例：レイアウト検査を行い、設計記録に示される全ての製品寸法を確認する。適合していない例：レイアウト検査を行い、製品の機能を確認する。,レイアウト検査は、設計記録に示される全ての製品寸法を完全に測定することである。
