8.5.1.1,1,-,コントロールプランはどの製品に対して策定しなければならないか?,選択肢a：全ての供給する製品,選択肢b：特定の供給する製品,選択肢c：主要な供給する製品,a,適合した例：全ての供給する製品に対してコントロールプランを策定した場合、適合していない例：特定の製品のみにコントロールプランを策定した場合、箇条要求事項の概要詳細解説：この要求事項は、組織が全ての供給する製品に対してコントロールプランを策定することを求めています。製品の全範囲をカバーすることで、製品の品質を一貫して管理することが可能となります。
8.5.1.1,2,-,コントロールプランには何を反映する必要があるか?,選択肢a：設計リスク分析からの情報,選択肢b：製造工程のリスク分析のアウトプット,選択肢c：aとbの両方,a,適合した例：設計リスク分析からの情報を反映したコントロールプランを策定した場合、適合していない例：設計リスク分析からの情報を反映していないコントロールプランを策定した場合、箇条要求事項の概要詳細解説：この要求事項は、コントロールプランが設計リスク分析からの情報や、製造工程のリスク分析のアウトプットを反映することを求めています。これにより、リスクの特定とその対策がコントロールプランに組み込まれ、製品の品質管理がより効果的に行えます。
8.5.1.1,3,-,次のうちコントロールプランを更新する必要があるのはどれか?,選択肢a：製品、製造工程、測定、物流、供給元、生産量の変更,選択肢b：不適合製品の出荷,選択肢c：aとbの両方,c,適合した例：製品や製造工程等の変更や、不適合製品の出荷があった際にコントロールプランを更新した場合、適合していない例：これらの変更があったにも関わらずコントロールプランを更新しなかった場合、箇条要求事項の概要詳細解説：この要求事項は、製品や製造工程などの変更、不適合製品の出荷があった場合にはコントロールプランをレビューし、必要に応じて更新することを求めています。これにより、現状に合わせた品質管理を確実に行うことができます。
8.5.1.1,4,-,次のうちコントロールプランに含めるべき事項はどれか?,選択肢a：顧客から要求される情報,選択肢b：特殊特性に施された管理の監視方法,選択肢c：aとbの両方,c,適合した例：コントロールプランに顧客からの要求情報と特殊特性の管理監視方法を含めた場合、適合していない例：これらの情報を含めていないコントロールプランを策定した場合、箇条要求事項の概要詳細解説：この要求事項は、コントロールプランが顧客からの要求情報や特殊特性の管理監視方法を含めることを求めています。これにより、顧客の要求を適切に反映し、特殊特性の品質管理を強化することができます。
8.5.1.1,5,-,次のうちコントロールプランのレビューや改訂後に顧客の承認を得るべき時はどれか?,選択肢a：常に,選択肢b：顧客が要求した場合のみ,選択肢c：大幅な変更があった場合のみ,b,適合した例：顧客が要求した場合にのみコントロールプランのレビューや改訂後に顧客の承認を得た場合、適合していない例：顧客が要求していないのに承認を求めた場合、箇条要求事項の概要詳細解説：この要求事項は、顧客が要求した場合にのみコントロールプランのレビューや改訂後に顧客の承認を得ることを求めています。これにより、顧客とのコミュニケーションを円滑にし、顧客満足度を向上させることができます。
8.5.1.1,6,-,次のうちコントロールプランの更新が必要な場合はどれか?,選択肢a：部品の形状が変更された場合,選択肢b：顧客からの要求が変わった場合,選択肢c：aとbの両方,c,適合した例：部品の形状の変更や顧客からの要求の変更があった場合にコントロールプランを更新した場合,適合していない例：これらの変更があったにも関わらずコントロールプランを更新しなかった場合,箇条要求事項の概要詳細解説：この要求事項は、製品や製造工程などの変更があった場合にはコントロールプランをレビューし、必要に応じて更新することを求めています。これにより、現状に合わせた品質管理を確実に行うことができます。
8.5.1.1,7,-,次のうち、コントロールプランに含めるべき事項はどれか?,選択肢a：特殊特性に施された管理の監視方法,選択肢b：顧客から要求される情報,選択肢c：aとbの両方,c,適合した例：コントロールプランに顧客からの要求情報と特殊特性の管理監視方法を含めた場合,適合していない例：これらの情報を含めていないコントロールプランを策定した場合,箇条要求事項の概要詳細解説：この要求事項は、コントロールプランが顧客からの要求情報や特殊特性の管理監視方法を含めることを求めています。これにより、顧客の要求を適切に反映し、特殊特性の品質管理を強化することができます。
8.5.1.1,8,-,コントロールプランは何のために存在するか?,選択肢a：品質管理を効率化するため,選択肢b：顧客の要求を満たすため,選択肢c：aとbの両方,c,適合した例：コントロールプランを用いて品質管理の効率化と顧客の要求の満足を両立した場合,適合していない例：コントロールプランを作成せず、品質管理の効率化や顧客の要求の満足に繋がっていない場合,箇条要求事項の概要詳細解説：コントロールプランは品質管理の効率化と顧客の要求の満足のために存在します。これを適切に実行することで、製品の品質を一定に保つとともに、顧客満足度を高めることができます。
8.5.1.1,9,-,次のうち、コントロールプランが要求されるシチュエーションはどれか?,選択肢a：新しい製品が開発された時,選択肢b：製造工程が変更された時,選択肢c：aとbの両方,c,適合した例：新製品の開発や製造工程の変更時にコントロールプランを作成・更新した場合,適合していない例：これらの状況が発生したにも関わらず、コントロールプランを作成・更新しなかった場合,箇条要求事項の概要詳細解説：新しい製品が開発されたときや製造工程が変更されたときなどには、コントロールプランが要求されます。これにより、新たな製品や変更された工程に対応した品質管理が可能となります。
8.5.1.1,10,-,コントロールプランの更新が必要となる状況はどれか?,選択肢a：顧客苦情と関連する是正処置が実施された後,選択肢b：リスク分析に基づく設定された頻度で,選択肢c：aとbの両方,c,適合した例：顧客からの苦情とそれに伴う是正処置の後や、リスク分析に基づいた頻度でコントロールプランを見直した場合,適合していない例：これらの状況が発生したにも関わらず、コントロールプランを見直さなかった場合,箇条要求事項の概要詳細解説：顧客からの苦情が発生し、それに対する是正処置が行われた後、またはリスク分析に基づいて定められた頻度で、コントロールプランの見直しが必要となります。
8.5.1.1,11,-,次のうち、コントロールプランに含めるべき情報はどれか?,選択肢a：製造工程の管理手段,選択肢b：顧客からの特別な要求事項,選択肢c：aとbの両方,c,適合した例：製造工程の管理手段と顧客からの特別な要求事項をコントロールプランに含めた場合,適合していない例：これらの情報をコントロールプランに含めなかった場合,箇条要求事項の概要詳細解説：コントロールプランには、製造工程の管理手段と顧客からの特別な要求事項を含める必要があります。これにより、製造工程が適切に管理され、顧客の要求が満たされることを確認できます。
8.5.1.1,12,-,次のうち、コントロールプランに含めるべき内容はどれか?,選択肢a：顧客及び組織の双方で定められた、特殊特性に施された管理の監視方法,選択肢b：不適合製品が検出された場合、工程が統計的に不安定又は統計的に能力不足になった場合の、規定された対応計画,選択肢c：aとbの両方,c,適合した例：特殊特性に施された管理の監視方法と、不適合製品の対応計画をコントロールプランに含めた場合,適合していない例：これらの情報をコントロールプランに含めなかった場合,箇条要求事項の概要詳細解説：コントロールプランには、特殊特性に施された管理の監視方法と、不適合製品の対応計画を含める必要があります。これにより、特殊特性の管理と不適合製品への対応が適切に行われることを確認できます。
8.5.1.1,13,-,次のうち、コントロールプランのレビュー・改訂後に行うべき行動はどれか?,選択肢a：顧客の承認を得る,選択肢b：組織内部での承認を得る,選択肢c：aとbの両方,a,適合した例：コントロールプランのレビュー・改訂後に顧客の承認を得た場合,適合していない例：コントロールプランのレビュー・改訂後に顧客の承認を得なかった場合,箇条要求事項の概要詳細解説：コントロールプランのレビュー・改訂後には、顧客の承認を得る必要があります。これにより、顧客が最新のコントロールプランに同意し、その内容を理解していることを確認できます。
8.5.1.1,14,-,次のうち、コントロールプランのレビュー・更新が必要となる状況はどれか?,選択肢a：不適合製品を顧客に出荷したと組織が判断した場合,選択肢b：製品、製造工程、測定、物流、供給元、生産量変更、又はリスク分析（FMEA）に影響する、変更が発生した場合,選択肢c：aとbの両方,c,適合した例：不適合製品を顧客に出荷したと組織が判断し、また製品や製造工程に変更が生じた場合にコントロールプランをレビュー・更新した場合,適合していない例：これらの状況が生じたにもかかわらずコントロールプランをレビュー・更新しなかった場合,箇条要求事項の概要詳細解説：不適合製品の出荷や製品、製造工程等に影響する変更が生じた場合には、コントロールプランをレビュー・更新する必要があります。これにより、最新の状況に対応したコントロールプランを維持することができます。
8.5.1.1,15,-,次のうち、コントロールプランのレビュー・更新が必要となる状況はどれか?,選択肢a：顧客苦情および関連する是正処置が実施された後,選択肢b：リスク分析に基づく、設定された頻度で,選択肢c：aとbの両方,c,適合した例：顧客からの苦情や関連する是正処置の実施後、また設定された頻度でコントロールプランをレビュー・更新した場合,適合していない例：これらの状況が生じたにもかかわらずコントロールプランをレビュー・更新しなかった場合,箇条要求事項の概要詳細解説：顧客からの苦情やそれに伴う是正処置の後、またはリスク分析に基づいて設定された頻度でコントロールプランをレビュー・更新する必要があります。これにより、最新の状況に対応したコントロールプランを維持することができます。
