8.5.5.2,30,-,顧客とのサービス契約がある場合、組織は次の事項を実施しなければならない。この要求事項は、どのような場合に適用されるか。,選択肢a：自社製品の保証期間内に発生した不具合や破損に対する修理や交換を行う場合,選択肢b：自社製品の使用状況下でのメンテナンスや点検を行う場合,選択肢c：自社製品以外の部品や消耗品を販売する場合,b,要求事項の適合した例：自動車部品メーカーが、自社製品を使用する顧客に対して、定期的なメンテナンスや保守サービスを提供する契約を結んでいる場合。適合していない例：自動車部品メーカーが、自社製品に起因しない不具合や破損に対して、無償で修理や交換を行う場合。箇条要求事項の概要詳細解説：この要求事項は、顧客と有償でサービス提供する契約がある場合に適用される。サービスとは、メンテナンス、消耗・補修部品販売、点検、整備作業等々を指す。無償で行うクレーム対応等は、10.2.6による。
8.5.5.2,31,-,顧客とのサービス契約がある場合、組織は関連するサービスセンターが該当する要求事項に適合することを検証しなければならない。この検証はどのように行われるべきか。,選択肢a：サービスセンターは、自社内部で定期的に監査を実施し、その結果を報告する。,選択肢b：サービスセンターは、顧客から指定された第三者機関による監査を受け入れ、その結果を改善する。,選択肢c：サービスセンターは、組織の管理責任者や品質管理部門から定期的に監査を受け、その結果を報告する。,c,要求事項の適合した例：プレス製造メーカーが、自社製品のメンテナンスや修理を行うために設置したサービスセンターに対して、本社から年2回の内部監査を実施し、その結果を報告書にまとめる場合。適合していない例：プレス製造メーカーが、自社製品のメンテナンスや修理を行うために設置したサービスセンターに対して、自己申告に基づくチェックリストを提出させるだけで、実際の監査を行わない場合。箇条要求事項の概要詳細解説：この要求事項は、サービスセンターが顧客の要求事項に適合できているかどうかを確認するための監査を行うことを求める。監査は、組織の管理責任者や品質管理部門が実施することが望ましい。監査の頻度や方法は、顧客との契約内容やサービスの性質に応じて決める。
8.5.5.2,32,-,顧客とのサービス契約がある場合、組織は特殊目的治工具又は測定設備の有効性を検証しなければならない。この要求事項はどのような治工具や設備に適用されるか。,選択肢a：サービス契約で生産提供する補修部品や消耗品のために使用する治工具や設備,選択肢b：サービス契約で行うメンテナンスや点検のために使用する治工具や設備,選択肢c：サービス契約で使用する全ての治工具や設備,a,要求事項の適合した例：射出成型メーカーが、自社製品の消耗品として販売する金型を製作するために使用する特殊目的治工具や測定設備の有効性を定期的に検証する場合。適合していない例：射出成型メーカーが、自社製品の消耗品として販売する金型を製作するために使用する一般的な治工具や測定設備の有効性を検証しない場合。箇条要求事項の概要詳細解説：この要求事項は、サービス契約で生産提供する補修部品や消耗品のために使用する治工具や設備に適用される。これらの治工具や設備は、IATF16949の他の要求事項と同様に管理される必要がある。一般的な治工具や測定設備は、ISO9001の要求事項に従って管理されればよい。
8.5.5.2,33,-,顧客とのサービス契約がある場合、組織は全てのサービス要員が該当する要求事項について教育訓練されていることを確実にしなければならない。この教育訓練はどのような内容を含むべきか。,選択肢a：顧客から指示された作業手順や目視標準などのサービス関連文書の理解と遵守,選択肢b：顧客から提供された特殊目的治工具や測定設備の操作方法と管理方法,選択肢c：顧客の製品やサービスに関する知識や技能の習得と更新,a,要求事項の適合した例：金型設計メーカーが、自社製品のメンテナンスや修理を行うために派遣するサービス要員に対して、顧客から指示された作業手順や目視標準などのサービス関連文書を教育訓練し、その理解度や遵守度を評価する場合。適合していない例：金型設計メーカーが、自社製品のメンテナンスや修理を行うために派遣するサービス要員に対して、顧客から指示された作業手順や目視標準などのサービス関連文書を配布するだけで、教育訓練や評価を行わない場合。箇条要求事項の概要詳細解説：この要求事項は、サービス要員が顧客から指示された作業手順や目視標準などのサービス関連文書を理解し、遵守できるように教育訓練することを求める。これらの文書は、顧客の製品やサービスに関する要求事項や品質基準を反映しており、サービス要員がそれらに従って作業することで、顧客満足度を高めることができる。
8.5.5.2,34,-,顧客とのサービス契約がある場合、組織は関連するサービスセンターが該当する要求事項に適合することを検証しなければならない。この検証はどのような方法で行うべきか。,選択肢a：顧客からのフィードバックやクレームを収集し、分析し、改善する,選択肢b：サービスセンターの業務内容や品質基準を定め、監査や評価を実施する,選択肢c：サービスセンターの人員や設備の状況を定期的に報告し、管理する,b,要求事項の適合した例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために設置したサービスセンターに対して、顧客の要求事項や品質基準を明確にし、定期的に監査や評価を実施し、その結果をフィードバックする場合。適合していない例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために設置したサービスセンターに対して、顧客の要求事項や品質基準を伝えず、監査や評価も行わない場合。箇条要求事項の概要詳細解説：この要求事項は、サービスセンターが顧客の要求事項や品質基準に適合できるように検証することを求める。検証方法としては、サービスセンターの業務内容や品質基準を定め、監査や評価を実施することが挙げられる。
8.5.5.2,35,-,顧客とのサービス契約がある場合、組織は特殊目的治工具又は測定設備の有効性を検証しなければならない。この有効性検証はどのような時期で行うべきか。,選択肢a：サービス契約が結ばれた時点で一度だけ行う,選択肢b：サービス契約が更新されるたびに行う,選択肢c：サービス契約に関連する作業が発生するたびに行う,c,要求事項の適合した例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために使用する特殊目的治工具又は測定設備について、サービス契約に関連する作業が発生するたびに有効性検証を実施し、その記録を管理する場合。適合していない例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために使用する特殊目的治工具又は測定設備について、サービス契約が結ばれた時点で一度だけ有効性検証を実施し、その後は行わない場合。箇条要求事項の概要詳細解説：この要求事項は、特殊目的治工具又は測定設備の有効性検証を行うことを求める。有効性検証は、サービス契約に関連する作業が発生するたびに行う必要がある。有効性検証の方法や基準は、顧客の要求事項や品質基準に従うことが望ましい。
8.5.5.2,36,-,顧客とのサービス契約がある場合、組織は全てのサービス要員が該当する要求事項について教育訓練されていることを確実にしなければならない。この教育訓練の効果はどのように評価するべきか。,選択肢a：教育訓練の前後でサービス要員の知識や技能をテストする,選択肢b：教育訓練の内容や方法を顧客に承認してもらう,選択肢c：教育訓練の結果やフィードバックをサービス要員に報告する,a,要求事項の適合した例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために派遣するサービス要員に対して、顧客から指示された作業手順や目視標準などのサービス関連文書を教育訓練し、その前後でテストを実施し、その成果を評価する場合。適合していない例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために派遣するサービス要員に対して、顧客から指示された作業手順や目視標準などのサービス関連文書を教育訓練し、その効果を評価しない場合。箇条要求事項の概要詳細解説：この要求事項は、サービス要員が顧客から指示された作業手順や目視標準などのサービス関連文書を理解し、遵守できるように教育訓練することを求める。教育訓練の効果は、教育訓練の前後でサービス要員の知識や技能をテストすることで評価することが望ましい。
8.5.5.2,37,-,顧客とのサービス契約がある場合、組織は関連するサービスセンターが該当する要求事項に適合することを検証しなければならない。この検証において、組織はどのような役割を担うべきか。,選択肢a：サービスセンターに対して検証計画や方法を策定し、実施し、報告する,選択肢b：サービスセンターに対して検証計画や方法を策定し、実施させ、報告させる,選択肢c：サービスセンターに対して検証計画や方法を策定させ、実施させ、報告させる,b,要求事項の適合した例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために設置したサービスセンターに対して、顧客の要求事項や品質基準に基づいて検証計画や方法を策定し、サービスセンターに検証を実施させ、その結果を報告させる場合。適合していない例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために設置したサービスセンターに対して、検証計画や方法を策定させ、実施させ、報告させる場合。箇条要求事項の概要詳細解説：この要求事項は、サービスセンターが顧客の要求事項や品質基準に適合できるように検証することを求める。検証において、組織はサービスセンターに対して検証計画や方法を策定し、実施させ、報告させる役割を担うことが望ましい。検証計画や方法は、顧客の要求事項や品質基準に従うことが必要である。
8.5.5.2,38,-,顧客とのサービス契約がある場合、組織は特殊目的治工具又は測定設備の有効性を検証しなければならない。この有効性検証において、組織はどのような役割を担うべきか。,選択肢a：特殊目的治工具又は測定設備の有効性検証を自ら実施し、その記録を管理する,選択肢b：特殊目的治工具又は測定設備の有効性検証を顧客に依頼し、その結果を確認する,選択肢c：特殊目的治工具又は測定設備の有効性検証をサービスセンターに委任し、その記録を提出させる,c,要求事項の適合した例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために使用する特殊目的治工具又は測定設備について、サービスセンターに有効性検証を委任し、その記録を提出させる場合。適合していない例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために使用する特殊目的治工具又は測定設備について、有効性検証を行わず、その記録も管理しない場合。箇条要求事項の概要詳細解説：この要求事項は、特殊目的治工具又は測定設備の有効性検証を行うことを求める。有効性検証において、組織はサービスセンターに有効性検証を委任し、その記録を提出させる役割を担うことが望ましい。有効性検証の方法や基準は、顧客の要求事項や品質基準に従うことが必要である。
8.5.5.2,39,-,顧客とのサービス契約がある場合、組織は全てのサービス要員が該当する要求事項について教育訓練されていることを確実にしなければならない。この教育訓練の内容はどのように決めるべきか。,選択肢a：組織が独自に決める,選択肢b：顧客が指示する,選択肢c：組織と顧客が協議する,c,要求事項の適合した例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために派遣するサービス要員に対して、顧客から指示された作業手順や目視標準などのサービス関連文書を教育訓練する前に、教育訓練の内容や方法について顧客と協議する場合。適合していない例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために派遣するサービス要員に対して、顧客から指示された作業手順や目視標準などのサービス関連文書を教育訓練する際、教育訓練の内容や方法について顧客に確認しない場合。箇条要求事項の概要詳細解説：この要求事項は、サービス要員が顧客から指示された作業手順や目視標準などのサービス関連文書を理解し、遵守できるように教育訓練することを求める。教育訓練の内容や方法は、組織と顧客が協議することで決めることが望ましい。
8.5.5.2,40,-,顧客とのサービス契約がある場合、組織は関連するサービスセンターが該当する要求事項に適合することを検証しなければならない。この検証の結果はどのように報告するべきか。,選択肢a：検証の結果をサービスセンターに報告する,選択肢b：検証の結果を顧客に報告する,選択肢c：検証の結果を組織内に報告する,b,要求事項の適合した例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために設置したサービスセンターに対して、顧客の要求事項や品質基準に基づいて検証を実施し、その結果を顧客に報告する場合。適合していない例：自動車部品メーカーが、自社製品のメンテナンスや修理を行うために設置したサービスセンターに対して、顧客の要求事項や品質基準に基づいて検証を実施し、その結果をサービスセンターに報告する場合。箇条要求事項の概要詳細解説：この要求事項は、サービスセンターが顧客の要求事項や品質基準に適合できるように検証することを求める。検証の結果は、顧客に報告することで、顧客満足度や信頼性を高めることが望ましい。
