8.3.3.2,30,-,製造工程設計へのインプット要求事項には、次のうちどれが含まれるか?,選択肢a：製品の安全性や信頼性に関する要求事項,選択肢b：製品の特殊特性や顧客固有要求事項,選択肢c：製品の機能や性能に関する要求事項,b,要求事項の適合した例：製品設計からのアウトプットデータに特殊特性や顧客固有要求事項を明示的に記載し、製造工程設計者にインプットすること。適合していない例：製品設計からのアウトプットデータに特殊特性や顧客固有要求事項を含めず、製造工程設計者にインプットすること。箇条要求事項の概要詳細解説：8.3.3.2 a)では、特殊特性を含む、製品設計からのアウトプットデータを製造工程設計へのインプット要求事項としている。特殊特性とは、製品の安全性や規制遵守に影響を与える特性や、顧客が重視する特性である。顧客固有要求事項とは、顧客がSQM（仕入先品質マニュアル）などで定めた要求事項である。これらの要求事項は、製造工程設計者が工程FMEAやポカヨケなどを行う際に必要な情報であるため、インプットすべきである。
8.3.3.2,31,-,製造工程設計へのインプット要求事項には、次のうちどれが含まれないか?,選択肢a：製品の安全性や信頼性に関する要求事項,選択肢b：製品の特殊特性や顧客固有要求事項,選択肢c：製品の機能や性能に関する要求事項,a,要求事項の適合した例：製品の安全性や信頼性に関する要求事項は、製品設計へのインプット要求事項として扱われるが、製造工程設計へのインプット要求事項としては扱われないこと。適合していない例：製品の安全性や信頼性に関する要求事項を、製造工程設計へのインプット要求事項として扱うこと。箇条要求事項の概要詳細解説：8.3.3.2では、製品設計からのアウトプットデータを含めた、製造工程設計へのインプット要求事項を特定し、文書化し、レビューしなければならないとしている。製品の安全性や信頼性に関する要求事項は、8.3.2で規定されており、製品設計へのインプット要求事項として扱われるべきである。製造工程設計へのインプット要求事項としては、特殊特性や顧客固有要求事項などが含まれる。
8.3.3.2,32,-,製造工程設計へのインプット要求事項には、次のうちどれが含まれるか?,選択肢a：生産性、工程能力、タイミング及びコストに対する目標,選択肢b：ポカヨケ手法の採用,選択肢c：新材料,a,要求事項の適合した例：生産性、工程能力、タイミング及びコストに対する目標を数値化し、製造工程設計者にインプットすること。例えば、【プレス製造能力レベル3】（1時間あたりに生産できる部品数）や【Cpk】（工程能力指数）などを設定すること。適合していない例：生産性、工程能力、タイミング及びコストに対する目標を曖昧にしたまま、製造工程設計者にインプットすること。例えば、「できるだけ早く」「できるだけ安く」などという表現を使うこと。箇条要求事項の概要詳細解説：8.3.3.2 b)では、生産性、工程能力、タイミング及びコストに対する目標を製造工程設計へのインプット要求事項としている。これらの目標は、製造工程設計者が工程FMEAやポカヨケなどを行う際に必要な情報であるため、インプットすべきである。また、これらの目標は、経営的な観点からも重要である。
8.3.3.2,33,-,製造工程設計へのインプット要求事項には、次のうちどれが含まれるか?,選択肢a：製品の取扱い及び人間工学的要求事項,選択肢b：製品の環境性能やリサイクル性に関する要求事項,選択肢c：製品の寿命や保守性に関する要求事項,a,要求事項の適合した例：製品の取扱い及び人間工学的要求事項を明示的に記載し、製造工程設計者にインプットすること。例えば、【自動機設計】では、作業者が操作しやすいようにスイッチやボタンの位置や形状を考慮すること。適合していない例：製品の取扱い及び人間工学的要求事項を考慮せず、製造工程設計者にインプットすること。例えば、【自動機組立】では、作業者が持ち上げたり移動させたりする際に負担がかかるような重量や形状の部品を設計すること。箇条要求事項の概要詳細解説：8.3.3.2 g)では、製品の取扱い及び人間工学的要求事項を製造工程設計へのインプット要求事項としている。これらの要求事項は、製品の品質や安全性だけでなく、作業者の健康や効率にも影響を与えるため、インプットすべきである。
8.3.3.2,34,-,製造工程設計へのインプット要求事項には、次のうちどれが含まれるか?,選択肢a：製造技術の代替案,選択肢b：製品の品質管理や検査に関する要求事項,選択肢c：製品の保管や輸送に関する要求事項,a,要求事項の適合した例：製造技術の代替案を検討し、製造工程設計者にインプットすること。例えば、【金型設計】では、従来の鋳造法ではなく、粉末冶金法や射出成型法などの新たな製造技術を提案すること。適合していない例：製造技術の代替案を検討せず、製造工程設計者にインプットすること。例えば、【金型加工】では、既存の加工方法に固執し、新たな加工方法や機器を導入しないこと。箇条要求事項の概要詳細解説：8.3.3.2 c)では、製造技術の代替案を製造工程設計へのインプット要求事項としている。これは、新たな製造技術や加工技術によって、製品の品質やコストを改善する可能性があるためである。また、これは、競争力やイノベーションを高めるためにも重要である。
8.3.3.2,35,-,製造工程設計へのインプット要求事項には、次のうちどれが含まれるか?,選択肢a：過去の開発からの経験,選択肢b：製品の市場性や競争力に関する要求事項,選択肢c：製品の規格や仕様に関する要求事項,a,要求事項の適合した例：過去の開発からの経験を分析し、製造工程設計者にインプットすること。例えば、【プレス部品脱脂処理】では、過去に発生した脱脂不良や脱脂剤の変更などの経験を活用して、最適な脱脂方法や条件を提案すること。適合していない例：過去の開発からの経験を無視し、製造工程設計者にインプットすること。例えば、【射出成型製造】では、過去に発生したバリや欠けなどの不良品を繰り返すこと。箇条要求事項の概要詳細解説：8.3.3.2 e)では、過去の開発からの経験を製造工程設計へのインプット要求事項としている。これは、過去の開発から得られた知見や教訓を活かして、製品の品質やコストを改善する可能性があるためである。また、これは、同じ失敗を繰り返さないためにも重要である。
8.3.3.2,36,-,製造工程設計へのインプット要求事項には、次のうちどれが含まれないか?,選択肢a：製品の品質管理や検査に関する要求事項,選択肢b：製品の環境性能やリサイクル性に関する要求事項,選択肢c：製品の寿命や保守性に関する要求事項,b,要求事項の適合した例：製品の環境性能やリサイクル性に関する要求事項は、製品設計へのインプット要求事項として扱われるが、製造工程設計へのインプット要求事項としては扱われないこと。適合していない例：製品の環境性能やリサイクル性に関する要求事項を、製造工程設計へのインプット要求事項として扱うこと。箇条要求事項の概要詳細解説：8.3.3.2では、製品設計からのアウトプットデータを含めた、製造工程設計へのインプット要求事項を特定し、文書化し、レビューしなければならないとしている。製品の環境性能やリサイクル性に関する要求事項は、8.3.2で規定されており、製品設計へのインプット要求事項として扱われるべきである。製造工程設計へのインプット要求事項としては、生産性や工程能力などが含まれる。
8.3.3.2,37,-,製造工程設計へのインプット要求事項には、次のうちどれが含まれるか?,選択肢a：製品の規格や仕様に関する要求事項,選択肢b：製品の市場性や競争力に関する要求事項,選択肢c：製品の保管や輸送に関する要求事項,c,要求事項の適合した例：製品の保管や輸送に関する要求事項を明示的に記載し、製造工程設計者にインプットすること。例えば、【電子部品】では、静電気や湿度などの影響を考慮して、保管や輸送時の包装材や方法を提案すること。適合していない例：製品の保管や輸送に関する要求事項を考慮せず、製造工程設計者にインプットすること。例えば、【食品】では、腐敗や変色などの影響を無視して、保管や輸送時の温度や時間を指定しないこと。箇条要求事項の概要詳細解説：8.3.3.2 g)では、製品の保管や輸送に関する要求事項を製造工程設計へのインプット要求事項としている。これらの要求事項は、製品の品質や安全性だけでなく、顧客満足度や物流コストにも影響を与えるため、インプットすべきである。
8.3.3.2,38,-,製造工程設計へのインプット要求事項には、次のうちどれが含まれるか?,選択肢a：製品の品質管理や検査に関する要求事項,選択肢b：製品の市場性や競争力に関する要求事項,選択肢c：製品の寿命や保守性に関する要求事項,a,要求事項の適合した例：製品の品質管理や検査に関する要求事項を明示的に記載し、製造工程設計者にインプットすること。例えば、【溶接部品】では、溶接強度や溶接面積などの品質特性を指定し、検査方法や検査基準を提案すること。適合していない例：製品の品質管理や検査に関する要求事項を考慮せず、製造工程設計者にインプットすること。例えば、【塗装部品】では、塗装厚さや塗装色などの品質特性を指定しないこと。箇条要求事項の概要詳細解説：8.3.3.2 f)では、製品の品質管理や検査に関する要求事項を製造工程設計へのインプット要求事項としている。これらの要求事項は、製品の品質を確保し、不良品や返品を防ぐために必要な情報であるため、インプットすべきである。
8.3.3.2,39,-,製造工程設計へのインプットには、製品の取扱い及び人間工学的要求事項を含めなければならない。これはどのような意味か?,選択肢a:製品を取り扱う際に必要な安全性や作業性を考慮した工程設計をすること,選択肢b:製品を使用する際に必要な安全性や使いやすさを考慮した工程設計をすること,選択肢c:製品を廃棄する際に必要な環境性やリサイクル性を考慮した工程設計をすること,a,適合した例:プレス部品の脱脂処理では、部品の重量や形状に応じて吊り具やワゴンを用意し、作業者の負担を軽減する工程設計を行う。適合していない例:射出成型部品の組立では、部品の色や向きによって仕分けするが、作業者が見分けにくい場所に置く工程設計を行う。箇条要求事項の概要詳細解説:製品の取扱い及び人間工学的要求事項とは、製造工程で製品を操作する際に必要な安全性や作業性を確保するための要求事項である。製品の重量や形状、色や向きなどによって、作業者が製品を正しくかつ効率的に取り扱えるように工程設計を行う必要がある。
8.3.3.2,40,-,製造工程設計へのインプットには、製造技術の代替案を含めなければならない。これはどのような目的があるか?,選択肢a:製造技術の最新動向や競合他社の情報を常に把握するため,選択肢b:製造技術の改善や問題解決のために異なる視点や方法論を提供するため,選択肢c:製造技術のコスト削減や生産性向上のために最適な選択肢を比較検討するため,b,適合した例:金型設計では、従来の鋳造法と比較して高精度で低コストな粉末冶金法の採用可能性を検討する工程設計を行う。適合していない例:自動機設計では、自社で開発した既存の技術だけに固執し、他社で実績のある新しい技術の導入を検討しない工程設計を行う。箇条要求事項の概要詳細解説:製造技術の代替案とは、製品の品質や性能を満たすために、異なる製造方法や技術を検討することである。製造技術の代替案をインプットする目的は、製造技術の改善や問題解決のために、従来とは異なる視点や方法論を提供することである。製造技術の代替案をインプットすることで、工程設計者はより多様な選択肢から最適な製造技術を選択できるようになる。
