7.1.5.1.1,30,-,測定システム解析（MSA）で使用する解析方法や合否判定基準はどこに定められているでしょうか？,選択肢a: IATF16949の条項7.1.5.1.1に記載されている。,選択肢b: 測定システム解析に関するレファレンスマニュアルに適合しなければならない。,選択肢c: 顧客が承認した場合は、他の解析方法や合否判定基準を使用してもよい。,b,要求事項の適合した例: MSAの解析方法や合否判定基準は、AIAG（米国自動車工業会）が発行しているMSAレファレンスマニュアル（第4版）に従っている。 要求事項の適合していない例: MSAの解析方法や合否判定基準は、自社で独自に決めている。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その方法や基準は業界で統一されたレファレンスマニュアルに従わなければならない。ただし、顧客が承認した場合は、代替方法や基準を使用してもよいが、その記録は保持しなければならない。
7.1.5.1.1,31,-,測定システム解析（MSA）の対象となる検査、測定及び試験設備システムはどのように決めるべきでしょうか？,選択肢a: 全ての校正対象となっている測定機器や試験装置を対象とする。,選択肢b: コントロールプランに特定された検査、測定及び試験設備システムを対象とする。,選択肢c: 製品や工程の重大特性や特殊特性に関係する検査、測定及び試験設備システムを対象とする。,c,要求事項の適合した例: 製品の【プレス製造能力レベル3：プレス製品の品質を保証するために必要な能力】を測定するために使用する測定機器や試験装置をMSAの対象としている。 要求事項の適合していない例: 製品や工程の重大特性や特殊特性と関係ない検査、測定及び試験設備システムをMSAの対象としている。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その対象は製品や工程の重大特性や特殊特性に関係するものに限定される。コントロールプランに特定された検査、測定及び試験設備システムは、その候補となるが、必ずしも全てを対象とする必要はない。
7.1.5.1.1,32,-,測定システム解析（MSA）で計量値のばらつきを評価するために使用する指標は何でしょうか？,選択肢a: 偏り、安定性、直線性、繰返し性、再現性,選択肢b: 偏り、安定性、直線性、精度、精密度,選択肢c: 偏り、安定性、直線性、感度、特異度,a,要求事項の適合した例: 計量値のばらつきを評価するために、偏り（測定値と基準値との差）、安定性（測定値の平均値の時間的変化）、直線性（測定範囲全体にわたる偏りの変化）、繰返し性（同一測定者が同一条件で測定した時の測定値の変動）、再現性（異なる測定者が同一条件で測定した時の平均値の変動）を計算する。 要求事項の適合していない例: 計量値のばらつきを評価するために、精度（測定値と真値との一致度）、精密度（測定値同士の一致度）、感度（入力変化に対する出力変化の割合）、特異度（真陽性率）を計算する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その指標はレファレンスマニュアルに従って決められている。計量値の場合は、位置の変動と幅の変動を表す偏り、安定性、直線性、繰返し性、再現性を使用する。
7.1.5.1.1,33,-,測定システム解析（MSA）で計数値のばらつきを評価するために使用する方法は何でしょうか？,選択肢a: クロスタブ法,選択肢b: ゲージR&R法,選択肢c: 属性合意分析法,a,要求事項の適合した例: 計数値のばらつきを評価するために、クロスタブ法を使用して、有効性（判断結果がマスターサンプルと一致する割合）、ミス率（不良品マスターサンプルを良品と誤判断するリスク）、誤り警告率（良品マスターサンプルを不良品と誤判断するリスク）、一致の程度（カッパ）を計算する。 要求事項の適合していない例: 計数値のばらつきを評価するために、ゲージR&R法や属性合意分析法を使用して、偏りや安定性などを計算する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その方法はレファレンスマニュアルに従って決められている。計数値の場合は、クロスタブ法を使用して、判断結果の一致度や誤判断のリスクを評価する。
7.1.5.1.1,34,-,測定システム解析（MSA）で計量値の偏りを評価するために使用する指標は何でしょうか？,選択肢a: 偏りの平均値と標準偏差,選択肢b: 偏りの平均値と信頼区間,選択肢c: 偏りの平均値と信頼限界,b,要求事項の適合した例: 計量値の偏りを評価するために、偏りの平均値と信頼区間（95%）を計算し、信頼区間が許容誤差内に収まるかどうかを判断する。 要求事項の適合していない例: 計量値の偏りを評価するために、偏りの平均値と標準偏差や信頼限界を計算し、それらが許容誤差内に収まるかどうかを判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その指標はレファレンスマニュアルに従って決められている。計量値の偏りは、測定値と基準値との差であり、その平均値と信頼区間（95%）で評価する。信頼区間は、測定システムが真の偏りを含んでいる確率を表す。
7.1.5.1.1,35,-,測定システム解析（MSA）で計数値の有効性を評価するために使用する指標は何でしょうか？,選択肢a: 有効性（判断結果がマスターサンプルと一致する割合）,選択肢b: 一致の程度（カッパ）,選択肢c: 精度（測定値と真値との一致度）,a,要求事項の適合した例: 計数値の有効性を評価するために、有効性（判断結果がマスターサンプルと一致する割合）を計算し、90%以上であれば合格、80%以上であれば条件付合格、80%未満であれば不合格と判断する。 要求事項の適合していない例: 計数値の有効性を評価するために、一致の程度（カッパ）や精度（測定値と真値との一致度）を計算し、それらで判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その方法はレファレンスマニュアルに従って決められている。計数値の有効性は、判断結果がマスターサンプルと一致する割合であり、その値が高いほど測定システムの信頼性が高いと言える。
7.1.5.1.1,36,-,測定システム解析（MSA）で計量値の安定性を評価するために使用する方法は何でしょうか？,選択肢a: コントロールチャート法,選択肢b: ヒストグラム法,選択肢c: 散布図法,a,要求事項の適合した例: 計量値の安定性を評価するために、コントロールチャート法を使用して、測定値の平均値や変動範囲が時間的に安定しているかどうかを判断する。 要求事項の適合していない例: 計量値の安定性を評価するために、ヒストグラム法や散布図法を使用して、測定値の分布や相関を見る。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その方法はレファレンスマニュアルに従って決められている。計量値の安定性は、測定値の平均値が時間的に変化しないこと（ドリフトとも言う）であり、その評価にはコントロールチャート法が適している。
7.1.5.1.1,37,-,測定システム解析（MSA）で計数値のミス率と誤り警告率を評価するために使用する方法は何でしょうか？,選択肢a: クロスタブ法,選択肢b: ゲージR&R法,選択肢c: 属性合意分析法,a,要求事項の適合した例: 計数値のミス率と誤り警告率を評価するために、クロスタブ法を使用して、不良品マスターサンプルを良品と誤判断するリスクと良品マスターサンプルを不良品と誤判断するリスクを計算し、それぞれ2%以下や5%以下であれば合格と判断する。 要求事項の適合していない例: 計数値のミス率と誤り警告率を評価するために、ゲージR&R法や属性合意分析法を使用して、偏りや安定性などを計算し、それらで判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その方法はレファレンスマニュアルに従って決められている。計数値のミス率と誤り警告率は、判断結果がマスターサンプルと異なるリスクであり、その評価にはクロスタブ法が適している。
7.1.5.1.1,38,-,測定システム解析（MSA）で計量値の直線性を評価するために使用する方法は何でしょうか？,選択肢a: 回帰分析法,選択肢b: 相関分析法,選択肢c: 分散分析法,a,要求事項の適合した例: 計量値の直線性を評価するために、回帰分析法を使用して、測定値と基準値との間に直線的な関係があるかどうかを判断する。 要求事項の適合していない例: 計量値の直線性を評価するために、相関分析法や分散分析法を使用して、測定値と基準値との間に相関や差があるかどうかを判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その方法はレファレンスマニュアルに従って決められている。計量値の直線性は、測定範囲全体にわたる偏りの変化であり、その評価には回帰分析法が適している。
7.1.5.1.1,39,-,測定システム解析（MSA）で計数値の一致の程度を評価するために使用する方法は何でしょうか？,選択肢a: クロスタブ法,選択肢b: ゲージR&R法,選択肢c: 属性合意分析法,c,要求事項の適合した例: 計数値の一致の程度を評価するために、属性合意分析法を使用して、カッパ（判断結果が偶然一致する確率を除いた一致率）を計算し、0.75以上であれば合格、0.6以上であれば条件付合格、0.6未満であれば不合格と判断する。 要求事項の適合していない例: 計数値の一致の程度を評価するために、クロスタブ法やゲージR&R法を使用して、有効性やミス率などを計算し、それらで判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その方法はレファレンスマニュアルに従って決められている。計数値の一致の程度は、判断結果が偶然一致する確率を除いた一致率であり、その評価には属性合意分析法が適している。
7.1.5.1.1,40,-,測定システム解析（MSA）で計量値の繰返し性と再現性を評価するために使用する方法は何でしょうか？,選択肢a: クロスタブ法,選択肢b: ゲージR&R法,選択肢c: 属性合意分析法,b,要求事項の適合した例: 計量値の繰返し性と再現性を評価するために、ゲージR&R法を使用して、測定値の変動が測定者や測定機器によってどの程度影響されるかを判断する。 要求事項の適合していない例: 計量値の繰返し性と再現性を評価するために、クロスタブ法や属性合意分析法を使用して、判断結果の一致度や誤判断のリスクを判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その方法はレファレンスマニュアルに従って決められている。計量値の繰返し性と再現性は、測定値の変動が測定者や測定機器によってどの程度影響されるかを表す指標であり、その評価にはゲージR&R法が適している。
7.1.5.1.1,41,-,測定システム解析（MSA）で計数値のミス率と誤り警告率を評価するために使用する基準は何でしょうか？,選択肢a: ミス率は2%以下、誤り警告率は5%以下,選択肢b: ミス率は5%以下、誤り警告率は2%以下,選択肢c: ミス率と誤り警告率ともに2%以下,a,要求事項の適合した例: 計数値のミス率と誤り警告率を評価するために、ミス率は2%以下、誤り警告率は5%以下という基準を使用して、不良品マスターサンプルを良品と誤判断するリスクと良品マスターサンプルを不良品と誤判断するリスクを判断する。 要求事項の適合していない例: 計数値のミス率と誤り警告率を評価するために、ミス率は5%以下、誤り警告率は2%以下やミス率と誤り警告率ともに2%以下という基準を使用して、不良品マスターサンプルを良品と誤判断するリスクと良品マスターサンプルを不良品と誤判断するリスクを判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その基準はレファレンスマニュアルに従って決められている。計数値のミス率と誤り警告率は、判断結果がマスターサンプルと異なるリスクであり、その基準はミス率は2%以下、誤り警告率は5%以下とされている。
7.1.5.1.1,42,-,測定システム解析（MSA）で計量値の偏りを評価するために使用する基準は何でしょうか？,選択肢a: 偏りの平均値が許容誤差内に収まること,選択肢b: 偏りの信頼区間が許容誤差内に収まること,選択肢c: 偏りの標準偏差が許容誤差内に収まること,b,要求事項の適合した例: 計量値の偏りを評価するために、偏りの信頼区間（95%）が許容誤差内に収まることという基準を使用して、測定システムが真の偏りを含んでいる確率を判断する。 要求事項の適合していない例: 計量値の偏りを評価するために、偏りの平均値や標準偏差が許容誤差内に収まることという基準を使用して、測定システムが真の偏りを含んでいる確率を判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その基準はレファレンスマニュアルに従って決められている。計量値の偏りは、測定値と基準値との差であり、その基準は偏りの信頼区間（95%）が許容誤差内に収まることとされている。
7.1.5.1.1,43,-,測定システム解析（MSA）で計数値の一致の程度を評価するために使用する基準は何でしょうか？,選択肢a: カッパが0.75以上であること,選択肢b: カッパが0.6以上であること,選択肢c: カッパが0.5以上であること,a,要求事項の適合した例: 計数値の一致の程度を評価するために、カッパ（判断結果が偶然一致する確率を除いた一致率）が0.75以上であることという基準を使用して、測定システムの信頼性を判断する。 要求事項の適合していない例: 計数値の一致の程度を評価するために、カッパが0.6以上や0.5以上であることという基準を使用して、測定システムの信頼性を判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その基準はレファレンスマニュアルに従って決められている。計数値の一致の程度は、判断結果が偶然一致する確率を除いた一致率であり、その基準はカッパが0.75以上であることとされている。
7.1.5.1.1,44,-,測定システム解析（MSA）で計量値の安定性を評価するために使用する基準は何でしょうか？,選択肢a: 測定値の平均値と変動範囲が時間的に安定していること,選択肢b: 測定値の平均値と標準偏差が時間的に安定していること,選択肢c: 測定値の平均値と信頼区間が時間的に安定していること,a,要求事項の適合した例: 計量値の安定性を評価するために、測定値の平均値と変動範囲が時間的に安定していることという基準を使用して、測定システムがドリフト（時間的な偏りの変化）を起こしていないかどうかを判断する。 要求事項の適合していない例: 計量値の安定性を評価するために、測定値の平均値と標準偏差や信頼区間が時間的に安定していることという基準を使用して、測定システムがドリフト（時間的な偏りの変化）を起こしていないかどうかを判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その基準はレファレンスマニュアルに従って決められている。計量値の安定性は、測定値の平均値が時間的に変化しないこと（ドリフトとも言う）であり、その基準は測定値の平均値と変動範囲が時間的に安定していることとされている。
7.1.5.1.1,45,-,測定システム解析（MSA）で計数値の有効性を評価するために使用する基準は何でしょうか？,選択肢a: 判断結果がマスターサンプルと一致する割合が90%以上であること,選択肢b: 判断結果がマスターサンプルと一致する割合が80%以上であること,選択肢c: 判断結果がマスターサンプルと一致する割合が70%以上であること,a,要求事項の適合した例: 計数値の有効性を評価するために、判断結果がマスターサンプルと一致する割合が90%以上であることという基準を使用して、測定システムの信頼性を判断する。 要求事項の適合していない例: 計数値の有効性を評価するために、判断結果がマスターサンプルと一致する割合が80%以上や70%以上であることという基準を使用して、測定システムの信頼性を判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その基準はレファレンスマニュアルに従って決められている。計数値の有効性は、判断結果がマスターサンプルと一致する割合であり、その基準は判断結果がマスターサンプルと一致する割合が90%以上であることとされている。
7.1.5.1.1,46,-,測定システム解析（MSA）で計量値の再現性を評価するために使用する基準は何でしょうか？,選択肢a: 測定者間の変動が全体の変動の10%以下であること,選択肢b: 測定者間の変動が全体の変動の20%以下であること,選択肢c: 測定者間の変動が全体の変動の30%以下であること,b,要求事項の適合した例: 計量値の再現性を評価するために、測定者間の変動が全体の変動の20%以下であることという基準を使用して、測定システムが測定者によってどの程度影響されるかを判断する。 要求事項の適合していない例: 計量値の再現性を評価するために、測定者間の変動が全体の変動の10%以下や30%以下であることという基準を使用して、測定システムが測定者によってどの程度影響されるかを判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その基準はレファレンスマニュアルに従って決められている。計量値の再現性は、測定者間の変動が全体の変動に占める割合であり、その基準は測定者間の変動が全体の変動の20%以下であることとされている。
7.1.5.1.1,47,-,測定システム解析（MSA）で計数値の安定性を評価するために使用する方法は何でしょうか？,選択肢a: コントロールチャート法,選択肢b: ヒストグラム法,選択肢c: 散布図法,a,要求事項の適合した例: 計数値の安定性を評価するために、コントロールチャート法を使用して、判断結果や判断結果とマスターサンプルとの一致率が時間的に安定しているかどうかを判断する。 要求事項の適合していない例: 計数値の安定性を評価するために、ヒストグラム法や散布図法を使用して、判断結果や判断結果とマスターサンプルとの一致率の分布や相関を見る。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その方法はレファレンスマニュアルに従って決められている。計数値の安定性は、判断結果や判断結果とマスターサンプルとの一致率が時間的に変化しないこと（ドリフトとも言う）であり、その評価にはコントロールチャート法が適している。
7.1.5.1.1,48,-,測定システム解析（MSA）で計量値の繰返し性を評価するために使用する基準は何でしょうか？,選択肢a: 測定機器間の変動が全体の変動の10%以下であること,選択肢b: 測定機器間の変動が全体の変動の20%以下であること,選択肢c: 測定機器間の変動が全体の変動の30%以下であること,b,要求事項の適合した例: 計量値の繰返し性を評価するために、測定機器間の変動が全体の変動の20%以下であることという基準を使用して、測定システムが測定機器によってどの程度影響されるかを判断する。 要求事項の適合していない例: 計量値の繰返し性を評価するために、測定機器間の変動が全体の変動の10%以下や30%以下であることという基準を使用して、測定システムが測定機器によってどの程度影響されるかを判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その基準はレファレンスマニュアルに従って決められている。計量値の繰返し性は、測定機器間の変動が全体の変動に占める割合であり、その基準は測定機器間の変動が全体の変動の20%以下であることとされている。
7.1.5.1.1,49,-,測定システム解析（MSA）で計数値の再現性を評価するために使用する方法は何でしょうか？,選択肢a: クロスタブ法,選択肢b: ゲージR&R法,選択肢c: 属性合意分析法,c,要求事項の適合した例: 計数値の再現性を評価するために、属性合意分析法を使用して、判断結果や判断結果とマスターサンプルとの一致率が測定者間でどれだけ異なるかを判断する。 要求事項の適合していない例: 計数値の再現性を評価するために、クロスタブ法やゲージR&R法を使用して、判断結果や判断結果とマスターサンプルとの一致率が測定者間でどれだけ異なるかを判断する。 箇条要求事項の概要詳細解説: MSAは測定システムが持つバラつきを調べる技法であり、その方法はレファレンスマニュアルに従って決められている。計数値の再現性は、判断結果や判断結果とマスターサンプルとの一致率が測定者間でどれだけ異なるかを表す指標であり、その評価には属性合意分析法が適している。
