9.2.1,1,-,内部監査の目的は次のうちどれですか？,選択肢a：不適合事項を発見し、罰則を適用すること,選択肢b：品質マネジメントシステムの適合性と有効性を評価すること,選択肢c：組織の収益性を向上させるための戦略を提案すること,b,適合した例：自動機組立工程で定められた間隔で内部監査が行われ、ISO9001/IATF16949の規格要求と組織が規定した要求事項への適合性と有効性が評価される。適合していない例：内部監査が不定期にしか行われず、監査の際にも適合性と有効性の評価ではなく、罰則の適用を主目的としている場合。この問題の適切な解答は選択肢bであり、9.2.1の要求事項では内部監査の目的が品質マネジメントシステムの適合性と有効性を評価することと定められています。これには、組織自身が設定した要求事項だけでなく、ISO9001/IATF16949の規格要求に対する適合性と有効性の評価も含まれます。適合性は組織が規定した要求事項とISO9001/IATF16949の規格要求に遵守しているかを、有効性はその遵守が結果として有効であるか（目的を達成しているか）を確認することを意味します。また、この監査は予め定められた間隔で行われるべきで、これは組織が品質マネジメントシステムの適合性と有効性を継続的に監視・改善するために重要です。例えば、プレス製造や金型設計といった特定の工程では、定められた規格要求に適合しながらも、期待された結果（例えば、製品の品質、生産効率等）が達成されていない場合、その工程の有効性が疑問視されることになります。
9.2.1,2,-,内部監査は何の間隔で行われるべきですか？,選択肢a：毎週,選択肢b：予め定めた間隔で,選択肢c：年に一度,b,適合した例：プレス部品脱脂処理において、月に一度の間隔で内部監査が行われ、それが事前に計画され通知されている。適合していない例：金型加工工程で内部監査が不定期、または計画されていない間隔で行われる場合。箇条9.2.1は、品質マネジメントシステムが適合性と有効性について定められた要求事項を満たしているかどうかを評価する目的で内部監査を行うことを求めています。その内部監査は、「予め定めた間隔で」実施されるべきです。これは、組織がその要求事項に対して一貫性を保ち、また時期を見てシステムの有効性を評価することが重要であるということを意味します。選択肢aの「毎週」と選択肢cの「年に一度」はあくまで一例であり、その組織や工程の性質、リスクなどによって適切な監査間隔は異なるかもしれません。その間隔は組織が事前に決定し、それに従って監査を行うべきです。
9.2.1,3,-,内部監査において適合性を評価するとは何を意味しますか？,選択肢a：規定の要求事項が守られているか,選択肢b：システムがコスト効率的であるか,選択肢c：システムが業界のベストプラクティスを採用しているか,a,適合した例：射出成型製造において、組織の規定した要求事項やISO9001/IATF16949規格に沿った作業が行われていると評価される場合。適合していない例：金型組立工程で規定の要求事項が無視されている、またはそれを確認するための監査が行われていない場合。適合性の評価は、規定の要求事項が遵守されているかどうかを確認する行為を意味します。これには、組織自身が定めた要求事項と、ISO9001/IATF16949規格の要求事項の両方が含まれます。適合性の確認は、品質マネジメントシステムが規定の要求事項に従って運用されているかを検証するための重要な手段であり、組織が規定した要求事項とISO9001/IATF16949の規格要求を満たしていなければ、システムの有効性を確保することはできません。
9.2.1,4,-,内部監査において有効性を評価するとは何を意味しますか？,選択肢a：規定の要求事項が守られているか,選択肢b：システムが目標を達成しているか,選択肢c：システムが最新の技術を利用しているか,b,適合した例：自動機設計において、設計の精度や効率など、設定された目標が達成されていると評価される場合。適合していない例：プレス製造工程で規定の要求事項が守られているにも関わらず、設定された生産目標が達成されていない場合。有効性の評価は、システムが設定された目標を達成しているかどうかを確認する行為を意味します。この評価は、規定の要求事項を守ることだけでなく、その結果として目標が達成されているかを確認するために重要です。例えば、品質目標、生産効率、コスト削減などの観点から評価されます。これにより、システムが組織の期待に応え、価値を提供しているかが判断されます。
9.2.1,5,-,内部監査は誰が行うべきですか？,選択肢a：外部の監査機関,選択肢b：組織内の適格な監査員,選択肢c：管理者自身,b,適合した例：金型加工工程において、訓練を受け、適格であると認定された組織内の監査員が内部監査を行う場合。適合していない例：プレス部品脱脂処理において、適格な訓練を受けていない者、または当該工程の責任者自身が内部監査を行う場合。内部監査は、監査員が公正な立場から行うべきで、監査員はその工程や活動について十分な知識と理解を持つべきです。また、監査員は監査を通じて公正な判断を下すために、訓練を受け、適格であると認定されるべきです。そのため、適格な監査員による監査が重要であり、管理者自身や外部の監査機関による内部監査は原則として適切ではありません。これは監査の公正性と信頼性を確保するためです。
9.2.1,6,-,内部監査の結果は何に基づいて判断されるべきですか？,選択肢a：監査員の主観,選択肢b：経営層の指示,選択肢c：規定の要求事項と目標の達成状況,c,適合した例：自動機組立工程において、規定の要求事項が遵守されていること、目標が達成されていることを基に内部監査の結果が判断される場合。適合していない例：金型設計工程において、監査員の主観や経営層の指示によって監査結果が決定される場合。内部監査の結果は、規定の要求事項の遵守状況と目標の達成状況に基づいて判断されるべきです。これは、品質マネジメントシステムの適合性と有効性を公正に評価するための重要な原則です。監査員の主観や経営層の指示に基づいて判断されると、その結果の公正性や信頼性が損なわれる可能性があります。また、それは組織の要求事項やISO9001/IATF16949規格の要求事項に適合していない可能性があります。
9.2.1,7,-,内部監査の頻度を決定する要素は何ですか？,選択肢a：ISO規格,選択肢b：リスク及び重要性,選択肢c：前回の監査結果,b,適合した例：金型設計プロセスの複雑さとリスク度合いにより、その監査頻度が高く設定される場合。適合していない例：ISO規格だけを基準に監査の頻度が設定される場合。内部監査の頻度はリスク及び重要性に基づいて決定されます。例えば、リスクの高いプロセスや製品は頻繁に監査されるべきです。一方、低リスクのプロセスや製品は、それほど頻繁に監査される必要はありません。これは効率的な資源の配分とリスクの管理に寄与します。
9.2.1,8,-,品質マネジメントシステムが組織が規定した要求事項に適合しているかを判断するための内部監査の方法は何ですか？,選択肢a：製品の欠陥数を数える,選択肢b：プロセスの実施状況を観察し、記録と比較する,選択肢c：従業員にアンケートを実施する,b,適合した例：プレス部品脱脂処理工程で行われた作業とその記録を比較し、規定通りに行われているかを確認する場合。適合していない例：製品の欠陥数のみを監査の基準とする場合。内部監査においては、規定のプロセスが正確に実施されているかを観察し、それが記録と一致するかどうかを検証します。これにより、システムが組織が規定した要求事項に適合しているかを判断します。
9.2.1,9,-,ISO9001/IATF16949の規格要求に適合しているかを判断するための内部監査の方法は何ですか？,選択肢a：管理者からのフィードバックを取る,選択肢b：規格の要求事項とシステムの運用状況を比較する,選択肢c：製品の販売数を見る,b,適合した例：自動機設計プロセスにおいて規格の要求事項とシステムの運用状況を比較し、ギャップがないかを確認する場合。適合していない例：製品の販売数のみを基にISO9001/IATF16949の規格要求に適合しているかを判断する場合。ISO9001/IATF16949の規格要求に適合しているかを判断するための内部監査では、規格の要求事項とシステムの運用状況を比較します。これにより、規格要求に適合していない箇所や、改善の余地がある箇所を明確にします。
9.2.1,10,-,品質マネジメントシステムが有効に実施されているか否かを確認するための内部監査の手法は何ですか？,選択肢a：管理者にインタビューを行う,選択肢b：プロセスの出力結果と目標を比較する,選択肢c：顧客からのクレームを調査する,b,適合した例：金型加工工程において、プロセスの出力結果と目標を比較し、目標が達成されているかを確認する場合。適合していない例：管理者の意見のみに依存して品質マネジメントシステムの有効性を評価する場合。品質マネジメントシステムの有効性を評価するための内部監査では、プロセスの出力結果と目標を比較します。これにより、システムが期待される結果を生み出しているか、または改善の余地があるかを明確にします。
