8.5.1.5,30,-,IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項において、文書化したTPMシステムに含めなければならない事項はどれか。,a: 設備のリスク分析とリスク低減策,b: 設備の故障履歴と故障解析,c: 設備の保全目標とパフォーマンス,c,要求事項の適合した例：設備の保全目標をOEEやMTBFなどで定量的に設定し、定期的に測定し、マネジメントレビューで報告する。要求事項の適合していない例：設備の保全目標を設定しないか、設定しても測定や報告をしない。箇条要求事項の概要詳細解説：この要求事項は、組織が文書化したTPMシステムを構築し、実施し、維持することを求めている。そのシステムには、最低限、f)文書化した保全目標、例えば、OEE（総合設備効率）、MTBF（平均故障間隔）及びMTTR（平均修理時間）、並びに予防保全の順守指標を含めなければならない。保全目標に対するパフォーマンスは、マネジメントレビュー（ISO9001の9.3参照）へのインプットとしなければならない。
8.5.1.5,31,-,IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項において、文書化したTPMシステムに含めなければならない事項はどれか。,a: 設備の交換部品の入手性と発注方法,b: 設備の点検整備基準と年間カレンダー,c: 設備の包装及び保存方法と保管場所,a,要求事項の適合した例：設備一覧表で特定した設備に対して、消耗部品や予備交換部品を在庫管理し、入手性の納期や入手可能先もリストにまとめる。発注方法（頻度、LT、発注単位など）も見直す。要求事項の適合していない例：設備に必要な交換部品を在庫管理せず、入手性や発注方法も確認しない。箇条要求事項の概要詳細解説：この要求事項は、組織が文書化したTPMシステムを構築し、実施し、維持することを求めている。そのシステムには、最低限、b) aで特定された設備に対する交換部品の入手性を含めなければならない。
8.5.1.5,32,-,IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項において、文書化したTPMシステムに含めなければならない事項はどれか。,a: 設備の保全に必要な資源（人員・修理用工具等）の配備と予算確保,b: 設備の保全に関する顧客固有要求事項の確認と遵守,c: 設備の保全に関する教育訓練と能力評価,a,要求事項の適合した例：機械、設備、施設の保全に、必要な人員を配置し、修理用工具や部品を準備する。また、それらを維持するための予算を確保する。要求事項の適合していない例：機械、設備、施設の保全に、十分な人員や資源を割り当てず、予算も不足させる。箇条要求事項の概要詳細解説：この要求事項は、組織が文書化したTPMシステムを構築し、実施し、維持することを求めている。そのシステムには、最低限、c)機械、設備及び施設の保全のための資源の提供を含めなければならない。
8.5.1.5,33,-,IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項において、文書化したTPMシステムに含めなければならない事項はどれか。,a: 設備の目標未達成時の保全計画と目標の見直しと是正処置,b: 設備の故障発生時の応急処置と再発防止策,c: 設備の定期オーバーホールと法定検査,a,要求事項の適合した例：設備の保全目標が未達成だった場合、保全計画や目標を見直し、是正処置を実施する。その内容や結果を文書化し、定期的にレビューする。要求事項の適合していない例：設備の保全目標が未達成だった場合、特に何もしないか、原因分析や是正処置を行わずに計画や目標を変更する。箇条要求事項の概要詳細解説：この要求事項は、組織が文書化したTPMシステムを構築し、実施し、維持することを求めている。そのシステムには、最低限、g)目標が未達であった場合の、保全計画及び目標、並びに是正処置に取り組む文書化した処置計画に関する定期的レビューを含めなければならない。
8.5.1.5,34,-,IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項において、文書化したTPMシステムに含めなければならない事項はどれか。,a: 設備の予防保全方法と予防保全カレンダー,b: 設備の予知保全方法と設備条件モニタリング,c: 設備の改善提案方法と改善活動記録,a,要求事項の適合した例：設備一覧表で特定した設備に対して、予防保全方法（点検・清掃・調整・交換等）を決め、予防保全カレンダーを作成し、実施する。要求事項の適合していない例：設備一覧表で特定した設備に対して、予防保全方法やカレンダーを作成しないか、作成しても実施しない。箇条要求事項の概要詳細解説：この要求事項は、組織が文書化したTPMシステムを構築し、実施し、維持することを求めている。そのシステムには、最低限、h)予防保全の方法の使用を含めなければならない。
8.5.1.5,35,-,IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項において、文書化したTPMシステムに含めなければならない事項はどれか。,a: 設備の保全に関する教育訓練と能力評価,b: 設備の保全に関する顧客固有要求事項の確認と遵守,c: 設備の保全に関する改善提案方法と改善活動記録,b,要求事項の適合した例：顧客から設備の保全に関する固有要求事項がある場合、それを確認し、TPMシステムに反映させる。顧客固有要求事項を遵守することを確認する。要求事項の適合していない例：顧客から設備の保全に関する固有要求事項がある場合、それを無視するか、TPMシステムに反映させない。顧客固有要求事項を遵守しないことがある。箇条要求事項の概要詳細解説：この要求事項は、組織が文書化したTPMシステムを構築し、実施し、維持することを求めている。そのシステムには、最低限、e)該当する顧客固有要求事項を含めなければならない。
8.5.1.5,36,-,IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項において、文書化したTPMシステムに含めなければならない事項はどれか。,a: 設備の予知保全方法と設備条件モニタリング,b: 設備の定期オーバーホールと法定検査,c: 設備のリスク分析とリスク低減策,a,要求事項の適合した例：設備一覧表で特定した設備に対して、予知保全方法（振動・有効電力・油・SPC等）を決め、設備条件モニタリングを行う。最適な保全タイミングを見極める。要求事項の適合していない例：設備一覧表で特定した設備に対して、予知保全方法や設備条件モニタリングを行わない。保全タイミングを適当に決める。箇条要求事項の概要詳細解説：この要求事項は、組織が文書化したTPMシステムを構築し、実施し、維持することを求めている。そのシステムには、最低限、i)該当する場合には、必ず、予知保全の方法の使用を含めなければならない。
8.5.1.5,37,-,IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項において、文書化したTPMシステムに含めなければならない事項はどれか。,a: 設備の定期オーバーホールと法定検査,b: 設備の故障発生時の応急処置と再発防止策,c: 設備の改善提案方法と改善活動記録,a,要求事項の適合した例：設備一覧表で特定した設備に対して、定期オーバーホールと法定検査を実施する。メーカー推奨整備や年次保全計画も参考にする。要求事項の適合していない例：設備一覧表で特定した設備に対して、定期オーバーホールや法定検査を怠る。メーカー推奨整備や年次保全計画も無視する。箇条要求事項の概要詳細解説：この要求事項は、組織が文書化したTPMシステムを構築し、実施し、維持することを求めている。そのシステムには、最低限、j)定期的オーバーホールを含めなければならない。
8.5.1.5,38,-,IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項において、文書化したTPMシステムの構築、実施、維持に関する責任者は誰か。,a: 組織のトップマネジメント,b: 設備管理部門の責任者,c: 品質管理部門の責任者,b,要求事項の適合した例：組織のトップマネジメントは、設備管理部門の責任者に文書化したTPMシステムの構築、実施、維持に関する責任と権限を委任する。設備管理部門の責任者は、TPMシステムを管理し、必要な資源や予算を確保し、保全目標やパフォーマンスを監視し、改善活動を推進する。要求事項の適合していない例：組織のトップマネジメントは、文書化したTPMシステムの構築、実施、維持に関する責任と権限を明確にしない。設備管理部門の責任者は、TPMシステムを管理しないか、不十分に管理する。資源や予算が不足し、保全目標やパフォーマンスが低下し、改善活動が停滞する。箇条要求事項の概要詳細解説：この問題は、文書化したTPMシステムの構築、実施、維持に関する責任と権限を問うものである。IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項には、直接的に責任者について言及していないが、一般的に設備管理部門の責任者がTPMシステムを管理することが想定される。また、ISO9001:2015 5.3 組織役割・責任及び権限によれば、組織のトップマネジメントは、品質マネジメントシステム（QMS）に関する役割・責任及び権限を割り当てることが求められる。したがって、組織のトップマネジメントは、文書化したTPMシステムの構築、実施、維持に関する責任と権限を設備管理部門の責任者に委任することが適切である。
8.5.1.5,39,-,IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項において、「設備一覧表」で特定された設備とはどのような設備か。,a: 要求された量の適合製品を生産するために必要な工程設備,b: 要求された品質レベルを確保するために必要な測定設備,c: 要求された納期を守るために必要な物流設備,a,要求事項の適合した例：プレス製造では、プレス機や金型などの工程設備を「設備一覧表」で特定し、TPMシステムに含める。要求事項の適合していない例：プレス製造では、「設備一覧表」で特定した工程設備以外にも、測定設備や物流設備などをTPMシステムに含める。箇条要求事項の概要詳細解説：この問題は、「設備一覧表」で特定された設備の定義を問うものである。IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項によれば、そのシステムには、最低限、a)要求された量の適合製品を生産するために必要な工程設備の特定を含めなければならない。測定設備や物流設備は、「設備一覧表」で特定された設備ではない。
8.5.1.5,40,-,IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項において、設備の保全目標を設定する際に参考にすべきものはどれか。,a: 設備の故障履歴と故障解析,b: 設備の予防保全方法と予防保全カレンダー,c: 設備の予知保全方法と設備条件モニタリング,a,要求事項の適合した例：射出成型製造では、過去一年間の設備の故障履歴を整理して、故障件数／設備停止時間／現象／処置／原因などを分析する。その結果をもとに、設備の保全目標を定量的に設定する。要求事項の適合していない例：射出成型製造では、設備の故障履歴や故障解析を行わずに、設備の保全目標を恣意的に設定する。箇条要求事項の概要詳細解説：この問題は、設備の保全目標を設定する際に参考にすべきものを問うものである。IATF16949:2016 8.5.1.5 TPM(Total productive maintenance)の要求事項によれば、そのシステムには、最低限、f)文書化した保全目標、例えば、OEE（総合設備効率）、MTBF（平均故障間隔）及びMTTR（平均修理時間）、並びに予防保全の順守指標を含めなければならない。保全目標を設定する際には、設備の故障履歴や故障解析などの客観的なデータを参考にすることが望ましい。
