8.3.5.2,30,-,製造工程設計からのアウトプットには、製品及び製造工程の特殊特性を含めなければならない。この特殊特性は、どのようにして特定されるべきか。,選択肢a：顧客指定の特殊特性と製品設計者指定の特殊特性を製品設計段階で抽出する。,選択肢b：工程設計者指定の特殊特性を製造工程設計段階で抽出する。,選択肢c：製品設計段階と製造工程設計段階で、それぞれ顧客指定、製品設計者指定、工程設計者指定の特殊特性を抽出する。,c,適合した例：PFMEAによって抽出された特殊特性は、特殊特性管理一覧などにより展開される。その特殊特性の記号は、各書類に明記される。適合していない例：顧客指定の特殊特性や製品設計者指定の特殊特性を無視して、工程設計者指定の特殊特性だけを考慮する。または、各書類に記号を記載しない。箇条要求事項の概要詳細解説：製品及び製造工程の特殊特性とは、品質や安全性に重要な影響を与えるものである。これらは、部門横断的アプローチを用いて、製品設計段階と製造工程設計段階でそれぞれ特定される必要がある。また、その結果は、各書類に記号で示されることで、展開・管理される必要がある。
8.3.5.2,31,-,製造工程設計からのアウトプットには、製品、工程及び治工具のつながりを含む、製造工程フローチャート／レイアウトを含めなければならない。このフローチャート／レイアウトは、どのようにして作成されるべきか。,選択肢a：製品設計段階で、製品の機能や形状に応じて、最適な工程順序やレイアウトを決定する。,選択肢b：製造工程設計段階で、製品及び製造工程の特殊特性や顧客要求に応じて、最適な工程順序やレイアウトを決定する。,選択肢c：製品設計段階と製造工程設計段階で、それぞれ製品の機能や形状、特殊特性や顧客要求に応じて、最適な工程順序やレイアウトを決定し、調整する。,c,適合した例：プレス部品の場合、製品設計段階でプレス加工の可否や順序を検討し、製造工程設計段階でプレス能力や治具設計に基づいてフローチャート／レイアウトを作成する。両者は相互に情報交換し、最終的に一致させる。適合していない例：製品設計段階でフローチャート／レイアウトを作成せず、製造工程設計段階で初めて作成する。または、製品設計段階と製造工程設計段階でそれぞれ作成したフローチャート／レイアウトが一致しないままにする。箇条要求事項の概要詳細解説：製造工程フローチャート／レイアウトとは、製品がどのような工程を経て作られるかを示す図である。これは、製品の品質や生産性に影響する重要な要素であるため、製品設計段階と製造工程設計段階で協力して作成される必要がある。また、その結果は文書化されて管理される必要がある。
8.3.5.2,32,-,製造工程設計からのアウトプットには、保全計画及び指示書を含めなければならない。この保全計画及び指示書は、どのようにして作成されるべきか。,選択肢a：保全部門が独自に作成し、各部門に配布する。,選択肢b：保全部門が主導し、関連部門と協議しながら作成し、承認後に配布する。,選択肢c：関連部門が主導し、保全部門と協議しながら作成し、承認後に配布する。,b,適合した例：射出成型機の場合、保全部門が射出成型部門や品質管理部門と協力して、保全計画及び指示書を作成する。その際、設備の仕様や使用状況、故障履歴、品質要求などを考慮する。作成した保全計画及び指示書は、上長に承認してもらい、各部門に配布する。適合していない例：保全部門が他の部門と相談せずに、保全計画及び指示書を作成する。または、作成した保全計画及び指示書を承認せずに、各部門に配布する。箇条要求事項の概要詳細解説：保全計画及び指示書とは、設備や治工具の予防及び予知保全を実施するための計画や手順を示す文書である。これは、設備や治工具の信頼性や寿命を向上させるために必要な要素であるため、保全部門が関連部門と協力して作成される必要がある。また、その結果は承認されて管理される必要がある。
8.3.5.2,33,-,製造工程設計からのアウトプットには、コントロールプランを含めなければならない。このコントロールプランは、どのようにして作成されるべきか。,選択肢a：製品設計段階で、製品の機能や特性に応じて、品質特性と測定方法を決定する。,選択肢b：製造工程設計段階で、製品及び製造工程の特殊特性や顧客要求に応じて、品質特性と測定方法を決定する。,選択肢c：製品設計段階と製造工程設計段階で、それぞれ製品の機能や特性、特殊特性や顧客要求に応じて、品質特性と測定方法を決定し、調整する。,c,適合した例：金型設計の場合、製品設計段階で金型の形状や寸法などの品質特性と測定方法を決定し、製造工程設計段階で金型加工や組立などの品質特性と測定方法を決定する。両者は相互に情報交換し、最終的に一致させる。適合していない例：製品設計段階でコントロールプランを作成せず、製造工程設計段階で初めて作成する。または、製品設計段階と製造工程設計段階でそれぞれ作成したコントロールプランが一致しないままにする。箇条要求事項の概要詳細解説：コントロールプランとは、製品や工程の品質を管理するための計画や手順を示す文書である。これは、品質や顧客満足度に影響する重要な要素であるため、製品設計段階と製造工程設計段階で協力して作成される必要がある。また、その結果は文書化されて管理される必要がある。
8.3.5.2,34,-,製造工程設計からのアウトプットには、標準作業及び作業指示書を含めなければならない。この標準作業及び作業指示書は、どのようにして作成されるべきか。,選択肢a：生産部門が独自に作成し、各部門に配布する。,選択肢b：生産部門が主導し、関連部門と協議しながら作成し、承認後に配布する。,選択肢c：関連部門が主導し、生産部門と協議しながら作成し、承認後に配布する。,b,適合した例：自動機組立の場合、生産部門が自動機部門や品質管理部門と協力して、標準作業及び作業指示書を作成する。その際、自動機の仕様や使用状況、品質要求などを考慮する。作成した標準作業及び作業指示書は、上長に承認してもらい、各部門に配布する。適合していない例：生産部門が他の部門と相談せずに、標準作業及び作業指示書を作成する。または、作成した標準作業及び作業指示書を承認せずに、各部門に配布する。箇条要求事項の概要詳細解説：標準作業及び作業指示書とは、製品や工程の品質を確保するための作業手順や注意事項を示す文書である。これは、品質や安全性に影響する重要な要素であるため、生産部門が関連部門と協力して作成される必要がある。また、その結果は承認されて管理される必要がある。
8.3.5.2,35,-,製造工程設計からのアウトプットには、設備及び工程の能力調査を含む、生産及び管理のための治工具及び設備を含めなければならない。この能力調査は、どのようにして実施されるべきか。,選択肢a：製品設計段階で、製品の機能や特性に応じて、設備及び工程の能力指数や目標値を決定する。,選択肢b：製造工程設計段階で、製品及び製造工程の特殊特性や顧客要求に応じて、設備及び工程の能力指数や目標値を決定する。,選択肢c：製品設計段階と製造工程設計段階で、それぞれ製品の機能や特性、特殊特性や顧客要求に応じて、設備及び工程の能力指数や目標値を決定し、調整する。,c,適合した例：プレス部品の場合、製品設計段階でプレス加工に必要な能力指数や目標値を決定し、製造工程設計段階でプレス機や治具に必要な能力指数や目標値を決定する。両者は相互に情報交換し、最終的に一致させる。適合していない例：製品設計段階で能力指数や目標値を決定せず、製造工程設計段階で初めて決定する。または、製品設計段階と製造工程設計段階でそれぞれ決定した能力指数や目標値が一致しないままにする。箇条要求事項の概要詳細解説：設備及び工程の能力調査とは、設備や治具、工程が製品の品質要求を満たすことができるかを確認するための試験である。これは、品質や生産性に影響する重要な要素であるため、製品設計段階と製造工程設計段階で協力して実施される必要がある。また、その結果は文書化されて管理される必要がある。
8.3.5.2,36,-,製造工程設計からのアウトプットには、製品／製造工程の不適合の迅速な検出、フィードバック及び修正の方法を含めなければならない。この方法は、どのようにして作成されるべきか。,選択肢a：品質管理部門が独自に作成し、各部門に配布する。,選択肢b：品質管理部門が主導し、関連部門と協議しながら作成し、承認後に配布する。,選択肢c：関連部門が主導し、品質管理部門と協議しながら作成し、承認後に配布する。,b,適合した例：プレス部品脱脂処理の場合、品質管理部門がプレス部門や脱脂処理部門と協力して、不適合の検出方法やフィードバック方法や修正方法を作成する。その際、不適合の原因や影響、頻度などを考慮する。作成した方法は、上長に承認してもらい、各部門に配布する。適合していない例：品質管理部門が他の部門と相談せずに、不適合の検出方法やフィードバック方法や修正方法を作成する。または、作成した方法を承認せずに、各部門に配布する。箇条要求事項の概要詳細解説：製品／製造工程の不適合の迅速な検出、フィードバック及び修正の方法とは、製品や工程に発生した不適合を早期に発見し、原因を特定し、対策を実施するための方法である。これは、品質や顧客満足度に影響する重要な要素であるため、品質管理部門が関連部門と協力して作成される必要がある。また、その結果は承認されて管理される必要がある。
8.3.5.2,37,-,製造工程設計からのアウトプットには、製品／製造工程の不適合の迅速な検出、フィードバック及び修正の方法を含めなければならない。この方法は、どのようにして管理されるべきか。,選択肢a：品質管理部門が独自に管理し、各部門に報告する。,選択肢b：品質管理部門が主導し、関連部門と協力しながら管理し、定期的に報告する。,選択肢c：関連部門が主導し、品質管理部門と協力しながら管理し、定期的に報告する。,b,適合した例：プレス部品脱脂処理の場合、品質管理部門がプレス部門や脱脂処理部門と協力して、不適合の検出状況やフィードバック状況や修正状況を管理する。その際、不適合の原因や影響、頻度などを記録する。管理した結果は、定期的に上長や各部門に報告する。適合していない例：品質管理部門が他の部門と協力せずに、不適合の検出状況やフィードバック状況や修正状況を管理する。または、管理した結果を報告しない。箇条要求事項の概要詳細解説：製品／製造工程の不適合の迅速な検出、フィードバック及び修正の方法の管理とは、製品や工程に発生した不適合を早期に発見し、原因を特定し、対策を実施するための方法を実行し、その効果を確認することである。これは、品質や顧客満足度に影響する重要な要素であるため、品質管理部門が関連部門と協力して管理される必要がある。また、その結果は定期的に報告される必要がある。
8.3.5.2,38,-,製造工程設計からのアウトプットを文書化する際に必要なことは何でしょうか？,選択肢a：製造工程設計へのインプットと対比した検証ができるようにすること,選択肢b：製品及び製造工程の特殊特性を明記すること,選択肢c：製品設計からのアウトプットと一致すること,a,適合した例：製造工程設計からのアウトプットには、インプット要求事項との対比表や検証結果を含めること。適合していない例：製造工程設計からのアウトプットには、インプット要求事項との対比表や検証結果を含めないこと。箇条要求事項の概要詳細解説：組織は、製造工程設計からのアウトプットを、製造工程設計へのインプットと対比した検証ができるように文書化しなければならない。これは、インプット要求事項が満たされているかどうかを確認するためである。
8.3.5.2,39,-,製造工程設計からのアウトプットに含めるべき内容として、最も適切でないものは何でしょうか？,選択肢a：製品及び製造工程の特殊特性,選択肢b：生産能力の分析,選択肢c：顧客満足度調査,c,適合した例：製造工程設計からのアウトプットには、製品及び製造工程の特殊特性や生産能力の分析などを含めること。適合していない例：製造工程設計からのアウトプットには、顧客満足度調査などを含めないこと。箇条要求事項の概要詳細解説：製造工程設計からのアウトプットには、次の事項を含めなければならない。しかし、それに限定されない。a.仕様書及び図面 b.製品及び製造工程の特殊特性 c.特性に影響を与える、工程インプット変数の特定 d.設備及び工程の能力調査を含む、生産及び管理のための治工具及び設備 e.製品、工程及び治工具のつながりを含む、製造工程フローチャート／レイアウト f.生産能力の分析 g.製造工程FMEA h.保全計画及び指示書 i.コントロールプラン（付属書A参照） j.標準作業及び作業指示書 k.工程承認の合否判定基準 l.品質、信頼性、保全性及び測定性に対するデータ m.必要に応じて、ポカヨケの特定及び検証の結果 n.製品／製造工程の不適合の迅速な検出、フィードバック及び修正の方法
