8.7.1.1,30,-,特別採用に対する顧客の正式許可を得る際に必要な書類はどれか？,選択肢a：特別採用申請書,選択肢b：品質保証協定書,選択肢c：工程管理変更申請書,a,要求事項の適合した例：不適合品をそのままで使用する場合、特別採用申請書に不適合内容、数量、期間などを記載し、顧客から承認を得る。適合していない例：不適合品を修理して使用する場合、品質保証協定書に修理方法や検査方法などを記載し、顧客から承認を得る。箇条要求事項の概要詳細解説：特別採用に対する顧客の正式許可は、製品や製造工程が現行のものと異なる場合に必要となる。特別採用申請書は、不適合内容や数量、期間などを明確に伝えるための書類である。品質保証協定書や工程管理変更申請書は、特別採用とは異なる目的で使用される書類である。
8.7.1.1,31,-,特別採用によって正式許可された満了日又は数量が終了した後に行うべきことはどれか？,選択肢a：元の又は置き換わった新たな仕様書及び要求事項に適合していることを確認する。,選択肢b：特別採用品の識別を外す。,選択肢c：再PPAPを実施する（顧客指示に応じて）。,a,要求事項の適合した例：特別採用期間中に入荷部品の不具合が発生し、顧客から承認を得て出荷した場合、期間終了後に不具合部品が混入しないように元の仕様書及び要求事項に従って入荷検査や在庫管理を行う。適合していない例：特別採用期間中に成型不良が発生し、顧客から承認を得て出荷した場合、期間終了後も成型条件や検査方法を変更せずに出荷を続ける。箇条要求事項の概要詳細解説：特別採用によって正式許可された満了日又は数量は、不適合品や逸脱品の出荷範囲を限定するために設定される。満了後は、元の又は置き換わった新たな仕様書及び要求事項に適合していることを確実にしなければならない。特別採用品の識別は、トレーサビリティやリコール対策のために必要であり、外すべきではない。再PPAPは、仕様書や要求事項が変更された場合や顧客から指示された場合に実施するものであり、必ずしも必要ではない。
8.7.1.1,32,-,特別採用として出荷される材料はどこで識別しなければならないか？,選択肢a：各出荷容器上で識別する。,選択肢b：各製品上で識別する。,選択肢c：各ロット番号上で識別する。,a,要求事項の適合した例：プレス部品脱脂処理後に傷が発生し、顧客から承認を得て出荷した場合、出荷容器上に「特別採用」と明記し、不適合内容や数量や期間などを記録する。適合していない例：射出成型製造時に色ムラが発生し、顧客から承認を得て出荷した場合、製品上に「特別採用」と印字し、色ムラの範囲や度合いなどを記録する。箇条要求事項の概要詳細解説：特別採用として出荷される材料は、各出荷容器上で適切に識別しなければならない。これは、顧客が受け取った際に不適合品や逸脱品であることを容易に確認できるようにするためである。各製品上や各ロット番号上で識別することは不十分であり、混乱やミスを招く可能性がある。
8.7.1.1,33,-,特別採用品の識別方法はどれか？,選択肢a：特別採用品のラベルに「特別採用」と明記する。,選択肢b：特別採用品のラベルに「不適合品」と明記する。,選択肢c：特別採用品のラベルに「逸脱品」と明記する。,a,要求事項の適合した例：自動機組立時にネジ締めトルクが規定値と異なることが発生し、顧客から承認を得て出荷した場合、特別採用品のラベルに「特別採用」と明記し、不適合内容や数量や期間などを記録する。適合していない例：プレス製造時に寸法不良が発生し、顧客から承認を得て出荷した場合、特別採用品のラベルに「不適合品」と明記し、不適合内容や数量や期間などを記録する。箇条要求事項の概要詳細解説：特別採用品は、「特別採用」という言葉で識別しなければならない。これは、顧客が受け取った際に不適合品や逸脱品であることを容易に確認できるようにするためである。「不適合品」や「逸脱品」という言葉は、特別採用とは異なる意味を持つため、混乱やミスを招く可能性がある。
8.7.1.1,34,-,供給者からの特別採用申請に対して、組織が承認しなければならない理由はどれか？,選択肢a：組織が供給者の不適合品や逸脱品に対する責任を負うため。,選択肢b：組織が供給者の不適合品や逸脱品に対する改善策を提案するため。,選択肢c：組織が供給者の不適合品や逸脱品に対する報告書を作成するため。,a,要求事項の適合した例：金型設計時に仕様書と異なる設計を行い、供給者から特別採用申請が来た場合、申請内容を確認し自社内で承認した後、顧客へ提出する。適合していない例：金型加工時に寸法不良が発生し、供給者から特別採用申請が来た場合、申請内容を確認せずに顧客へ提出する。箇条要求事項の概要詳細解説：供給者からの特別採用申請は、組織が顧客に提出する前に承認しなければならない。これは、組織が供給者の不適合品や逸脱品に対する責任を負うためである。組織は、供給者からの申請内容を確認し、自社の品質基準や顧客の要求事項に適合するかどうかを判断しなければならない。
8.7.1.1,35,-,特別採用品の出荷前に必要な手続きはどれか？,選択肢a：特別採用品のラベルに「特別採用」と明記し、不適合内容や数量や期間などを記録する。,選択肢b：特別採用品のラベルに「不適合品」と明記し、不適合内容や数量や期間などを記録する。,選択肢c：特別採用品のラベルに「逸脱品」と明記し、不適合内容や数量や期間などを記録する。,a,要求事項の適合した例：自動機組立時にネジ締めトルクが規定値と異なることが発生し、顧客から承認を得て出荷した場合、特別採用品のラベルに「特別採用」と明記し、不適合内容や数量や期間などを記録する。適合していない例：プレス製造時に寸法不良が発生し、顧客から承認を得て出荷した場合、特別採用品のラベルに「不適合品」と明記し、不適合内容や数量や期間などを記録する。箇条要求事項の概要詳細解説：特別採用品の出荷前には、「特別採用」という言葉で識別しなければならない。これは、顧客が受け取った際に不適合品や逸脱品であることを容易に確認できるようにするためである。「不適合品」や「逸脱品」という言葉は、特別採用とは異なる意味を持つため、混乱やミスを招く可能性がある。
8.7.1.1,36,-,特別採用期間が満了した後に必要な手続きはどれか？,選択肢a：元の仕様書及び要求事項に適合していることを確認し、再PPAPを実施する（顧客指示に応じて）。,選択肢b：元の仕様書及び要求事項に適合していることを確認し、再PPAPは実施しない。,選択肢c：元の仕様書及び要求事項に適合していることを確認せず、再PPAPは実施しない。,a,要求事項の適合した例：金型設計時に仕様書と異なる設計を行い、供給者から特別採用申請が来た場合、申請内容を確認し自社内で承認した後、顧客へ提出する。特別採用期間が満了した後は、元の仕様書及び要求事項に適合していることを確認し、再PPAPを実施する（顧客指示に応じて）。適合していない例：金型加工時に寸法不良が発生し、供給者から特別採用申請が来た場合、申請内容を確認せずに顧客へ提出する。特別採用期間が満了した後は、元の仕様書及び要求事項に適合していることを確認せず、再PPAPは実施しない。箇条要求事項の概要詳細解説：特別採用期間が満了した後は、「元の又は置き換わった新たな仕様書及び要求事項に適合していること」を確実にしなければならない。これは、特別採用品が原因で発生した不具合やリコールを防止するためである。「再PPAP」は、「顧客指示」に応じて実施しなければならない。これは、顧客が新たな仕様書及び要求事項に対する製品や製造工程の承認を必要とする場合があるためである。
8.7.1.1,37,-,特別採用品の出荷後に必要な手続きはどれか？,選択肢a：特別採用品の出荷記録を維持し、顧客からのフィードバックを受け入れる。,選択肢b：特別採用品の出荷記録を破棄し、顧客からのフィードバックを無視する。,選択肢c：特別採用品の出荷記録を維持せず、顧客からのフィードバックを受け入れる。,a,要求事項の適合した例：塗装工程で色ムラが発生し、顧客から特別採用申請が来た場合、申請内容を確認し自社内で承認した後、顧客へ提出する。特別採用品の出荷記録を維持し、顧客からのフィードバックを受け入れる。適合していない例：溶接工程で強度不良が発生し、顧客から特別採用申請が来た場合、申請内容を確認せずに顧客へ提出する。特別採用品の出荷記録を破棄し、顧客からのフィードバックを無視する。箇条要求事項の概要詳細解説：特別採用品の出荷後には、「特別採用によって正式許可された満了日または数量の記録」を維持しなければならない。これは、特別採用品が原因で発生した不具合やリコールに対応できるようにするためである。「顧客からのフィードバック」は、「サービスからの情報のフィードバック（参照条項8.5.5.1）」として受け入れなければならない。これは、顧客満足度や製品改善に役立てるためである。
8.7.1.1,38,-,特別採用申請書に記載すべき内容はどれか？,選択肢a：不適合内容や原因や対策など。,選択肢b：不適合内容や数量や期間など。,選択肢c：不適合内容や責任者や承認者など。,b,要求事項の適合した例：プレス工程で寸法不良が発生し、顧客から特別採用申請が来た場合、申請書に不適合内容や数量や期間などを記載し自社内で承認した後、顧客へ提出する。適合していない例：金型設計時に仕様書と異なる設計を行い、顧客から特別採用申請が来た場合、申請書に不適合内容や責任者や承認者などを記載し自社内で承認せずに顧客へ提出する。箇条要求事項の概要詳細解説：特別採用申請書には、「不適合内容や数量や期間」などを記載しなければならない。これは、顧客が特別採用品の範囲や影響度を把握できるようにするためである。「責任者や承認者」などは、「組織内部で必要とされる情報」であり、「顧客固有要求事項」ではない。
8.7.1.1,39,-,特別採用品の識別方法はどれか？,選択肢a：特別採用品には特別なラベルやタグを貼り付ける。,選択肢b：特別採用品には通常のラベルやタグを貼り付ける。,選択肢c：特別採用品にはラベルやタグを貼り付けない。,a,要求事項の適合した例：検査工程で外観不良が発生し、顧客から特別採用申請が来た場合、申請書に記載された条件に従って不良箇所を修正する。修正後の製品には特別なラベルやタグを貼り付けて出荷する。適合していない例：組立工程で部品欠品が発生し、顧客から特別採用申請が来た場合、申請書に記載された条件に従って欠品部品を代替品で補う。補った製品には通常のラベルやタグを貼り付けて出荷する。箇条要求事項の概要詳細解説：特別採用品の識別方法は、「組織内部で必要とされる情報」であり、「顧客固有要求事項」ではない。しかし、IATF16949では、「特別採用品は識別しなければならない」という要求事項がある（参照条項8.5.2.1）。これは、特別採用品が原因で発生した不具合やリコールに対応できるようにするためである。一般的には、特別なラベルやタグを貼り付けることで識別する方法が多い。
