7.1.3.1,1,-,工場レイアウトを設計する際に、組織が実施しなければならない事項として、最も適切なものはどれか？,選択肢a：製品の保管場所の保管環境、スペースは十分か？というチェック項目を含めること。,選択肢b：製造を支援する装置及びシステムのサイバー防御の実施を含めること。,選択肢c：生産能力計画を含めること。,b,要求事項の適合した例：工場レイアウト設計時に、サイバー攻撃に対する緊急事態対応計画の妥当性確認の一部として、テストするべき事項の詳細が提供されていること。適合していない例：工場レイアウト設計時に、サイバー攻撃に対する緊急事態対応計画の妥当性確認が行われていないこと。箇条要求事項の概要詳細解説：工場レイアウトを設計する際には、組織は製造を支援する装置及びシステムのサイバー防御の実施を含めなければならないという要求事項がある。これは、自動車産業における製造持続可能性に対する拡大を続けるリスクであるサイバー攻撃に対処するためである。
7.1.3.1,2,-,新製品及び新運用に対する製造フィージビリティを評価するために、組織が開発し実施しなければならない方法として、最も適切なものはどれか？,選択肢a：APQP床配置図（Floor Plan Layout）チェックリストを用いること。,選択肢b：リスク特定及びリスク緩和の方法を含む部門横断的アプローチを用いること。,選択肢c：生産能力計画及びコントロールプランを用いること。,b,要求事項の適合した例：新製品の立ち上げ時に、設計、製造、品質、購買などの各専門部門の参画を得て、製造フィージビリティを評価する方法を開発し実施していること。適合していない例：新製品の立ち上げ時に、製造部門のみで製造フィージビリティを評価する方法を開発し実施していること。箇条要求事項の概要詳細解説：新製品及び新運用に対する製造フィージビリティを評価するために、組織はリスク特定及びリスク緩和の方法を含めて、部門横断的アプローチを用いなければならないという要求事項がある。これは、製造フィージビリティ評価において、各専門部門の知見や視点を活用することで、より高品質な製品やプロセスの実現に寄与するためである。
7.1.3.1,3,-,工程承認中になされた変更、コントロールプランの維持及び作業の段取り替え検証を取り入れるために、組織が行わなければならないこととして、最も適切なものはどれか？,選択肢a：工程の有効性を維持すること。,選択肢b：工程の能力を向上させること。,選択肢c：工程の安全性を確保すること。,a,要求事項の適合した例：工程承認中に金型設計や金型加工に変更があった場合、コントロールプランや段取り替え検証を更新し、工程の有効性が維持されていることを確認していること。適合していない例：工程承認中にプレス部品脱脂処理に変更があった場合、コントロールプランや段取り替え検証を更新せず、工程の有効性が維持されているかどうかを確認していないこと。箇条要求事項の概要詳細解説：組織は、リスクに関連する定期的再評価を含めて、工程承認中になされた変更、コントロールプランの維持及び作業の段取り替え検証を取り入れるために、工程の有効性を維持しなければならないという要求事項がある。これは、工程承認後にも変更が発生する可能性があり、その影響を管理し、顧客仕様や要求事項に適合することを保証するためである。
7.1.3.1,4,-,新製品及び新運用に対する製造フィージビリティ評価には、組織が含めなければならない要素として、最も適切なものはどれか？,選択肢a：生産能力計画を含めること。,選択肢b：コントロールプランを含めること。,選択肢c：リーン生産の原則を含めること。,a,要求事項の適合した例：新製品の立ち上げ時に、生産能力計画を作成し、製造フィージビリティ評価に組み込んでいること。適合していない例：新製品の立ち上げ時に、生産能力計画を作成せず、製造フィージビリティ評価に組み込んでいないこと。箇条要求事項の概要詳細解説：新製品及び新運用に対する製造フィージビリティ評価には、生産能力計画を含めなければならないという要求事項がある。これは、製造フィージビリティ評価において、生産能力計画が重要なインプットとなり、顧客要求や品質目標に適合することを保証するためである。
7.1.3.1,5,-,工場レイアウト設計時に、組織が最適化しなければならない要素として、最も適切なものはどれか？,選択肢a：材料の流れ、材料の取扱い及び現場スペースの付加価値のある活用を含むこと。,選択肢b：工程及び検査場所は十分な広さか？適切な照度があるか？というチェック項目を含むこと。,選択肢c：電気配線のレイアウトは問題ないか？水回りの配管レイアウト（下水官含む）は問題ないか？というチェック項目を含むこと。,a,要求事項の適合した例：工場レイアウト設計時に、材料の流れや材料の取扱いを効率化し、現場スペースを無駄なく活用することで、不適合製品の管理やJIT生産の促進につなげていること。適合していない例：工場レイアウト設計時に、材料の流れや材料の取扱いを考慮せず、現場スペースを無駄にしていることで、不適合製品の管理やJIT生産の妨げになっていること。箇条要求事項の概要詳細解説：工場レイアウトを設計する際には、組織は材料の流れ、材料の取扱い及び現場スペースの付加価値のある活用を最適化しなければならないという要求事項がある。これは、工場レイアウト設計において、これらの要素が製品品質や生産効率に大きな影響を与えるためである。
7.1.3.1,6,-,工程承認中になされた変更、コントロールプランの維持及び作業の段取り替え検証を取り入れるために、組織が行わなければならないこととして、最も適切でないものはどれか？,選択肢a：リスクに関連する定期的再評価を行うこと。,選択肢b：工程の有効性を維持すること。,選択肢c：工程の能力を向上させること。,c,要求事項の適合した例：工程承認中に射出成型製造に変更があった場合、リスクに関連する定期的再評価を行い、コントロールプランや段取り替え検証を更新し、工程の有効性が維持されていることを確認していること。適合していない例：工程承認中に自動機設計や自動機組立に変更があった場合、リスクに関連する定期的再評価やコントロールプランや段取り替え検証の更新を行わず、工程の能力を向上させることだけに注力していること。箇条要求事項の概要詳細解説：組織は、リスクに関連する定期的再評価を含めて、工程承認中になされた変更、コントロールプランの維持及び作業の段取り替え検証を取り入れるために、工程の有効性を維持しなければならないという要求事項がある。これは、工程承認後にも変更が発生する可能性があり、その影響を管理し、顧客仕様や要求事項に適合することを保証するためである。工程の能力を向上させることは重要であるが、この要求事項では最も適切でないものである。
7.1.3.1,7,-,製造フィージビリティ評価及び生産能力評価は、組織が行わなければならない活動として、最も適切なものはどれか？,選択肢a：マネジメントレビューへのインプットとすること。,選択肢b：製品監査へのインプットとすること。,選択肢c：顧客満足度調査へのインプットとすること。,a,要求事項の適合した例：製造フィージビリティ評価及び生産能力評価の結果をマネジメントレビューの議題に含め、組織のトップマネジメントがこれらの活動に関与していること。適合していない例：製造フィージビリティ評価及び生産能力評価の結果をマネジメントレビューの議題に含めず、組織のトップマネジメントがこれらの活動に関与していないこと。箇条要求事項の概要詳細解説：製造フィージビリティ評価及び生産能力評価は、マネジメントレビューへのインプットとしなければならないという要求事項がある。これは、製造フィージビリティ評価及び生産能力評価において、組織のトップマネジメントがリーダーシップを発揮し、組織全体の目標や方針に沿った意思決定を行うためである。
7.1.3.1,8,-,工場レイアウト設計時に、組織が促進しなければならない要素として、最も適切なものはどれか？,選択肢a：同期のとれた材料の流れを促進すること。,選択肢b：不適合製品の隔離場所を確保すること。,選択肢c：検査場所に必要な測定機器及び記録の保管スペースを確保すること。,a,要求事項の適合した例：工場レイアウト設計時に、同期のとれた材料の流れを促進することで、在庫やムダな運搬を削減し、生産効率や品質を向上させていること。適合していない例：工場レイアウト設計時に、同期のとれた材料の流れを促進することを考慮せず、在庫やムダな運搬が増加し、生産効率や品質が低下していること。箇条要求事項の概要詳細解説：工場レイアウトを設計する際には、組織は該当する場合には、必ず、同期のとれた材料の流れを促進しなければならないという要求事項がある。これは、工場レイアウト設計において、同期のとれた材料の流れがリーン生産の原則に沿ったものであり、製品品質や生産効率に大きな影響を与えるためである。
7.1.3.1,9,-,新製品及び新運用に対する製造フィージビリティ評価及び生産能力評価は、組織が行わなければならない活動として、最も適切でないものはどれか？,選択肢a：マネジメントレビューへのインプットとすること。,選択肢b：製品監査へのインプットとすること。,選択肢c：顧客満足度調査へのインプットとすること。,c,要求事項の適合した例：製造フィージビリティ評価及び生産能力評価の結果をマネジメントレビューや製品監査の議題に含め、組織全体でこれらの活動に関与していること。適合していない例：製造フィージビリティ評価及び生産能力評価の結果を顧客満足度調査の議題に含め、顧客にこれらの活動に関与してもらおうとしていること。箇条要求事項の概要詳細解説：製造フィージビリティ評価及び生産能力評価は、マネジメントレビューへのインプットとしなければならないという要求事項がある。これは、製造フィージビリティ評価及び生産能力評価において、組織のトップマネジメントがリーダーシップを発揮し、組織全体の目標や方針に沿った意思決定を行うためである。製品監査へのインプットとすることは必須ではないが、有効な活動である。顧客満足度調査へのインプットとすることは最も適切でないものである。
7.1.3.1,10,-,工程承認中になされた変更、コントロールプランの維持及び作業の段取り替え検証を取り入れるために、組織が行わなければならないこととして、最も適切なものはどれか？,選択肢a：変更管理プロセスを適用すること。,選択肢b：製品仕様書を更新すること。,選択肢c：製品保証計画を策定すること。,a,要求事項の適合した例：工程承認中に溶接工程に変更があった場合、変更管理プロセスを適用し、コントロールプランや段取り替え検証を更新し、変更の影響を評価していること。適合していない例：工程承認中に塗装工程に変更があった場合、変更管理プロセスを適用せず、コントロールプランや段取り替え検証を更新しないまま、変更の影響を評価していないこと。箇条要求事項の概要詳細解説：組織は、変更管理プロセスを含めて、工程承認中になされた変更、コントロールプランの維持及び作業の段取り替え検証を取り入れるために、工程の有効性を維持しなければならないという要求事項がある。これは、工程承認後にも変更が発生する可能性があり、その影響を管理し、顧客仕様や要求事項に適合することを保証するためである。
