8.3.4.3,30,-,試作プログラムと試作コントロールプランを持つ必要があるのは、どのような場合か?,選択肢a：顧客から要求される場合のみ,選択肢b：自動車メーカーから要求される場合のみ,選択肢c：顧客から要求される場合、または組織が必要と判断する場合,a,要求事項の適合した例：顧客から試作プログラムと試作コントロールプランを提出するように指示された組織は、それらを策定し、文書化し、実施する。適合していない例：顧客から試作プログラムと試作コントロールプランを提出するように指示された組織が、それらを策定しないか、文書化しないか、実施しない。箇条要求事項の概要詳細解説：この条項は、顧客から要求される場合に限り、組織が試作プログラムと試作コントロールプランを持つことを求めている。試作プログラムは、組織の試作スケジュールや規模などを定めた計画文書である。試作コントロールプランは、試作で行う寸法測定や材料・性能試験などについて記載したものである。
8.3.4.3,31,-,試作で使用する供給者や治工具や製造工程について、どのような要求事項があるか?,選択肢a：可能な限り量産で採用するものと同じであること,選択肢b：量産で採用するものと同じであること,選択肢c：量産で採用するものと異なってもよいこと,a,要求事項の適合した例：組織は、量産で使用する供給者や治工具や製造工程を確定した後、それらと同じものを試作に使用する。可能な限りではなく必ず同じものを使用することを確認する。適合していない例：組織は、量産で使用する供給者や治工具や製造工程と異なるものを試作に使用する。可能な限り同じものを使用することを検討しないか、検討しても実施しない。箇条要求事項の概要詳細解説：この条項は、組織が可能な限り量産で採用する同一の供給者や治工具や製造工程を試作に使用することを求めている。これは、試作の結果が量産における製品の品質や性能に影響する可能性があるためである。可能な限りという表現は、現実的に困難な場合もあることを認めているが、評価を行う上で欠かせない要素は同じものを使用するべきである。
8.3.4.3,32,-,試作で行う性能試験活動について、どのような要求事項があるか?,選択肢a：タイムリーな完了と要求事項への適合を監視すること,選択肢b：顧客の承認を得ること,選択肢c：外部機関に委託すること,a,要求事項の適合した例：組織は、試作で行う性能試験活動のスケジュールや方法を計画し、実施状況や結果を定期的に確認する。タイムリーに完了し、要求事項に適合していることを確認する。適合していない例：組織は、試作で行う性能試験活動のスケジュールや方法を計画しないか、実施状況や結果を確認しない。タイムリーに完了しないか、要求事項に適合していないことが判明する。箇条要求事項の概要詳細解説：この条項は、組織が全ての性能試験活動を監視し、タイムリーな完了と要求事項への適合を確保することを求めている。性能試験活動は、製品の機能や耐久性などを検証するために行われるものである。タイムリーな完了とは、顧客の開発スケジュールに沿って行われることを意味する。
8.3.4.3,33,-,試作プログラムや試作コントロールプランを策定する際に、どのようなアプローチを用いる必要があるか?,選択肢a：多機能アプローチを用いること,選択肢b：単機能アプローチを用いること,選択肢c：顧客のアプローチに従うこと,a,要求事項の適合した例：組織は、試作プログラムや試作コントロールプランを策定する際に、関連する部門や機能やステークホルダーを巻き込む多機能アプローチを用いる。顧客から要求される場合や組織が行ったリスク分析によって特殊特性を特定し、それらに対する対策を決定する。適合していない例：組織は、試作プログラムや試作コントロールプランを策定する際に、関連する部門や機能やステークホルダーを巻き込まない単機能アプローチを用いる。顧客から要求される場合や組織が行ったリスク分析によって特殊特性を特定しないか、それらに対する対策を決定しない。箇条要求事項の概要詳細解説：この条項は、組織が試作プログラムや試作コントロールプランを策定する際に、多機能アプローチを用いることを求めている。多機能アプローチとは、関連する部門や機能やステークホルダーが協力して行う方法である。これは、試作の品質や性能に影響する可能性がある要因を考慮し、効果的な対策を決定するためである。
8.3.4.3,34,-,試作で行う性能試験活動をアウトソースする場合に、どのような要求事項があるか?,選択肢a：アウトソースしたサービスが要求事項に適合することを確実にするために、管理の方式及び程度を品質マネジメントシステムの適用範囲に含めること,選択肢b：アウトソースしたサービスが要求事項に適合することを確実にするために、管理の方式及び程度を外部提供者の品質マネジメントシステムの適用範囲に含めること,選択肢c：アウトソースしたサービスが要求事項に適合することを確実にするために、管理の方式及び程度は不要である,a,要求事項の適合した例：組織は、試作で行う性能試験活動をアウトソースする場合に、アウトソースしたサービスが要求事項に適合することを確実にするために、管理の方式及び程度を品質マネジメントシステムの適用範囲に含める。例えば、外部提供者の選定や評価や監視や認定などのプロセスを文書化し、実施する。適合していない例：組織は、試作で行う性能試験活動をアウトソースする場合に、アウトソースしたサービスが要求事項に適合することを確実にするために、管理の方式及び程度を品質マネジメントシステムの適用範囲に含めない。例えば、外部提供者の選定や評価や監視や認定などのプロセスを文書化しないか、実施しない。箇条要求事項の概要詳細解説：この条項は、組織が試作で行う性能試験活動をアウトソースする場合に、アウトソースしたサービスが要求事項に適合することを確実にするために、管理の方式及び程度を品質マネジメントシステムの適用範囲に含めることを求めている。管理の方式及び程度とは、組織が外部提供者に対して行う監督や検証や評価などの方法やレベルである。これは、ISO 9001の8.4条項に基づくものである。
8.3.4.3,35,-,試作プログラムや試作コントロールプランを文書化する際に、どのような要求事項があるか?,選択肢a：特殊特性を固有のマーキングで識別し、それらの文書の各々に繋がっていくこと,選択肢b：特殊特性を固有のマーキングで識別し、それらの文書のいずれか一つに繋がっていくこと,選択肢c：特殊特性を固有のマーキングで識別しなくてもよいこと,a,要求事項の適合した例：組織は、試作プログラムや試作コントロールプランを文書化する際に、特殊特性を固有のマーキングで識別し、それらの文書（製品及び／又は製造図面、関係するリスク分析（プロセスFMEA等々）、コントロールプラン及び標準化された業務指示書／作業員指示書）の各々に繋がっていくこと。例えば、特殊特性を○や△などの記号で表し、それらが各文書で対応していることを示す。適合していない例：組織は、試作プログラムや試作コントロールプランを文書化する際に、特殊特性を固有のマーキングで識別しないか、それらの文書（製品及び／又は製造図面、関係するリスク分析（プロセスFMEA等々）、コントロールプラン及び標準化された業務指示書／作業員指示書）のいずれか一つにしか繋がっていないこと。例えば、特殊特性を○や△などの記号で表さないか、それらが各文書で対応していないことを示す。箇条要求事項の概要詳細解説：この条項は、組織が試作プログラムや試作コントロールプランを文書化する際に、特殊特性を固有のマーキングで識別し、それらの文書の各々に繋がっていくことを求めている。特殊特性とは、顧客から要求される場合や組織が行ったリスク分析によって特定された、品質や安全性や法規制などに影響する重要な特性である。固有のマーキングとは、特殊特性を区別するために使用する記号や記号変換表である。これは、試作の品質や性能に影響する可能性がある要因を明確にし、効果的な対策を決定するためである。
8.3.4.3,36,-,試作で使用する供給者や治工具や製造工程が量産で採用するものと異なる場合に、どのような要求事項があるか?,選択肢a：その理由を文書化し、顧客に報告すること,選択肢b：その理由を文書化し、組織内で承認すること,選択肢c：その理由を文書化しなくてもよいこと,b,要求事項の適合した例：組織は、試作で使用する供給者や治工具や製造工程が量産で採用するものと異なる場合に、その理由を文書化し、組織内で承認する。例えば、量産用の供給者や治工具や製造工程がまだ準備できていない場合や、試作の目的や規模に応じて変更する必要がある場合などを記録し、関係者の署名や捺印を得る。適合していない例：組織は、試作で使用する供給者や治工具や製造工程が量産で採用するものと異なる場合に、その理由を文書化しないか、組織内で承認しない。例えば、量産用の供給者や治工具や製造工程と異なるものを試作に使用することを恣意的に決めたり、記録や承認を省略したりする。箇条要求事項の概要詳細解説：この条項は、組織が試作で使用する供給者や治工具や製造工程が量産で採用するものと異なる場合に、その理由を文書化し、組織内で承認することを求めている。これは、試作と量産の間に差異が生じる可能性があることを明確にし、その影響を管理するためである。
8.3.4.3,37,-,試作プログラムや試作コントロールプランにおける特殊特性の固有のマーキングは、どのような記号や記号変換表を使用すればよいか?,選択肢a：顧客から指定された記号や記号変換表を使用すること,選択肢b：自動車業界で一般的に使用されている記号や記号変換表を使用すること,選択肢c：組織が独自に定めた記号や記号変換表を使用すること,a,要求事項の適合した例：組織は、試作プログラムや試作コントロールプランにおける特殊特性の固有のマーキングについて、顧客から指定された記号や記号変換表を使用する。例えば、顧客から○や△などの記号や、それらの意味を示す記号変換表を提供された場合、それらをそのまま使用する。適合していない例：組織は、試作プログラムや試作コントロールプランにおける特殊特性の固有のマーキングについて、顧客から指定された記号や記号変換表と異なるものを使用する。例えば、顧客から○や△などの記号や、それらの意味を示す記号変換表を提供された場合、それらとは違う記号や記号変換表を使用する。箇条要求事項の概要詳細解説：この条項は、組織が試作プログラムや試作コントロールプランにおける特殊特性の固有のマーキングについて、顧客から指定された記号や記号変換表を使用することを求めている。これは、特殊特性の識別や対策が顧客と組織で一貫していることを確保するためである。
8.3.4.3,38,-,試作で行う性能試験活動において、どのようなデータや文書を保存すればよいか?,選択肢a：試験方法や結果や分析などのデータや文書を保存すること,選択肢b：試験方法や結果だけでなく、分析や改善策などのデータや文書も保存すること,選択肢c：試験方法や結果以外のデータや文書は保存しなくてもよいこと,b,要求事項の適合した例：組織は、試作で行う性能試験活動において、試験方法や結果だけでなく、分析や改善策などのデータや文書も保存する。例えば、試験方法や結果に基づいて製品の品質や性能に関する問題点を特定し、その原因と対策を分析し、改善策を実施し、その効果を確認し、それらのデータや文書を保存する。適合していない例：組織は、試作で行う性能試験活動において、試験方法や結果以外のデータや文書を保存しない。例えば、試験方法や結果に基づいて製品の品質や性能に関する問題点を特定しないか、その原因と対策を分析しないか、改善策を実施しないか、その効果を確認しないか、それらのデータや文書を保存しない。箇条要求事項の概要詳細解説：この条項は、組織が試作で行う性能試験活動において、試験方法や結果だけでなく、分析や改善策などのデータや文書も保存することを求めている。これは、製品の品質や性能に関する問題点を解決し、その効果を検証するためである。
8.3.4.3,39,-,試作プログラムや試作コントロールプランにおいて、特殊特性の固有のマーキングを使用する目的は何か?,選択肢a：特殊特性に対する対策を決定するため,選択肢b：特殊特性に関する情報を伝達するため,選択肢c：特殊特性に対する責任者を明確にするため,b,要求事項の適合した例：組織は、試作プログラムや試作コントロールプランにおいて、特殊特性の固有のマーキングを使用することで、特殊特性に関する情報を顧客や組織内の関係者に伝達する。例えば、特殊特性が品質や安全性や法規制などに影響する重要な特性であることや、それらに対する対策や検証方法などを示す。適合していない例：組織は、試作プログラムや試作コントロールプランにおいて、特殊特性の固有のマーキングを使用しないか、使用しても特殊特性に関する情報を伝達しない。例えば、特殊特性が品質や安全性や法規制などに影響する重要な特性であることや、それらに対する対策や検証方法などを示さないか、示しても顧客や組織内の関係者に伝わらない。箇条要求事項の概要詳細解説：この条項は、組織が試作プログラムや試作コントロールプランにおいて、特殊特性の固有のマーキングを使用することで、特殊特性に関する情報を伝達することを求めている。これは、顧客と組織が共通の認識を持ち、品質や性能に影響する可能性がある要因を管理するためである。
